item_id,label,purpose,sub_purpose,download_link,translation
inje-0105,Lament_lament,Lament,lament,http://urisori.co.kr/sound/origin/gw/inje/inje-0105.mp3,"Brother, brother, cousin brother, how is life living in your in-laws' house?  
Don't even mention it, don't even mention it, a head like a mountain  
becomes a calabash tail,  
and with twelve cheeks and front hair, wiping away tears, everything has melted away."
wando-0522,Work_artisan,Work,artisan,http://urisori.co.kr/sound/origin/jn/wando/wando-0522.mp3,"Set up the loom in the sky,  
Catch the clouds and hang the warp threads,  
After weaving with a clatter-clatter,  
The orphan has come, the orphan has come,  
The orphan whose parents are dead.  
Placed at the front door,  
Planted at the back door,  
The orphan with dead parents.  
Hair undone and disheveled,  
Shoes taken off and hung on a pole,  
After crossing the first ridge,  
The sound of a funeral bell resounds,  
After crossing the second ridge,  
The sound of weeping resounds,  
Crossing over to the maternal home,  
There is nothing but emptiness."
hampyeong-0304,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/jn/hampyeong/hampyeong-0304.mp3,"@Madu-Ho Ho

-Sesan- Geumsancheok- He-
 Oh oh oh- Life is like a weekly cup-
-Seo Jeong- This — Gang Sang-wol- He- I-
 Oh-oh-oh yeah- Heo-yeo is Palbannan
-At Donggak- This- Ah Seolhongmae He- I-
 Oh- Oh–e– Jangcheon is

-Musamsamjang
>"
cheongdo-0501,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/gb/cheongdo/cheongdo-0501.mp3,"A: Ehong ehong ehwhanumcha ehong  
B: Ehong ehong ehwhanumcha ehong  

A: Let's go, let's go ehong, let's hurry ehong  
B: Ehong ehong ehwhanumcha ehong  

A: When we leave, ehong, when will you come ehong  
B: Ehong ehong ehwhanumcha ehong  

A: It’s pitiful ehong, it’s pathetic ehong  
B: Ehong ehong ehwhanumcha ehong  

A: What to do ehong, 성턴몸 (Seongteon-mom) ehong  
B: Ehong ehong ehwhanumcha ehong  

A: For a thousand years ehong, a hundred-mile road ehong  
B: Ehong ehong ehwhanumcha ehong"
seocheon-0901,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/cn/seocheon/seocheon-0901.mp3,"@Uh huh uh huh yoru boss

-Uh huh uh huh yoru boss, all creation unites its strength to advance farming; this is the work of a true man.
-The people of the world, the farmers, unite their strength and bring forth agricultural development; how admirable and glorious it is.
-Work diligently on this agriculture to sustain all people under heaven and grant them longevity.
-O geese of the sky and earth, o ducks of the sky and earth, advancing farming is the harmony of heaven and earth.
-All things in heaven and earth act faithfully and earnestly because of the harmony of heaven and earth.
-Using all the grain stockpiled to nurture all beings under heaven is the work of a true man.
-Stop, farmers! This farming that nurtures all people is the harmony of heaven and earth.
-A single seed sprouts and miraculously bears countless fruits; this wondrous farming is the harmony of heaven and earth.
-Oh farmers, listen to my words: mountains and rivers are young every day, but my body ages.
-Harsh time, do not come or go; precious youth is all aging.
-Spring, summer, autumn, and winter pass by as wasted years, and I cry as hopelessly as ever.
-The gentle breeze blows, and various flowers bloom; it is the season of green leaves and grass.
-The season of green leaves and grass has returned; why do farmers not know it?
-How glad I am, truly glad; having gone through farming seasons, I am both glad and thankful.
-On the third day of the third month, swallowbirds fly in and butterflies flutter; inside the tree branches, new buds sprout.
-Spring in March has come; how glad I am. Farmers, promptly advance the farming.
-Oh, Odoong, when the moon shines brightly and moonlight rises, it is both pleasing and joyful.
-Life’s parting is like fire burning grass and trees; human life is difficult to live, so cherish youth more than anything else.
-We, farmers, are doing well and doing well; hurry to put in the stakes and get to work.
-Next time, I will play the sound of plowing; know this and accept it."
gapyeong-0514,Work_artisan,Work,artisan,http://urisori.co.kr/sound/origin/gg/gapyeong/gapyeong-0514.mp3,"Let's set up the loom—let's set up the loom today since it's a quiet day, let's try setting up the loom.  
The shuttle is three-headed, but the body itself is alone.  
Eheyo-ehheya, the girl weaving sings a love song, but only carries sorrow on the loom.  
The paulownia wood frame stretches with the big baby's wrist.  
Eheyo-ehheya, the girl weaving sings a love song, but only carries sorrow on the loom."
gimhae-0409,Lullaby_lullaby,Lullaby,lullaby,http://urisori.co.kr/sound/origin/gn/gimhae/gimhae-0409.mp3,"Lullaby, lullaby, our baby, a precious magnet in mother's arms  
Lullaby, lullaby, don't cry and sleep well  
Let neither the dog next door bark, nor the dog behind bark  
Lullaby, lullaby, our baby, a precious magnet in mother's arms"
uljin-0601,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/gb/uljin/uljin-0601.mp3,"Even when grafted, it does not bear fruit.  
Though the branches spread, they wear boots.  
A third-generation only son, an only child,  
Even if crowned, he remains a baby.  
All the little things have been scattered,  
Where has the master of the house gone?  
The tobacco is in hand with a pipe,  
The concubine has gone to play in her room.  
The main wife’s room is like a pond,  
The concubine’s room is like a flower garden.  
Coming late, coming late,  
Coming late for lunch.  
Circling around the ninety-room house,  
Coming late after wandering.  
Coming, coming like a half moon,  
Like the first sprout in the rice basket,  
The rice grain floats up.  
The sun has set on a dark day,  
Smoke rises from the village stone furnace.  
Where has my love gone?  
Unable to produce smoke."
gimpo-0401,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/gg/gimpo/gimpo-0401.mp3,"Got steamed, got steamed, I steamed one too

Got steamed, got steamed, I steamed one too
Everyone, farmers, why don’t you all try steaming
Farming is the foundation of the world, what else is there but farming
Got steamed, got steamed, I steamed one too
The sun has risen in the east, so steam at least one quickly"
geumreung-0707,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/gb/geumreung/geumreung-0707.mp3,"@ Neohwa Neohwa Neo-neomcha Neohwaho

Neohwa Neohwa Neo-neomcha Neohwaho  
Oh, how frustrating is my fate, oh - neomcha neohwaho  
Leaving my parents and siblings behind, oh - neomcha neohwaho  
Parting like this, it’s so unjust, oh - neomcha neohwaho  
I can’t go, I can’t go, oh - neomcha neohwaho  
I can’t go to the afterlife, oh - neomcha neohwaho  
No matter what the underworld says, oh - neomcha neohwaho  
That’s the mountain of the afterlife, oh - neomcha neohwaho  
Don’t go, don’t go, oh - neomcha neohwaho  
Where would you go leaving me behind? oh - neomcha neohwaho  
If you go now, when will you return? oh - neomcha neohwaho  
Next year in March, the early spring month, oh - neomcha neohwaho  
Return when the flowers bloom, oh - neomcha neohwaho  
Oh, my dear, where would you go? oh - neomcha neohwaho  
Don’t go, don’t go, oh - neomcha neohwaho  
Don’t leave me behind and go, oh - neomcha neohwaho  
Leaving all the friends I lived with, oh - neomcha neohwaho  
Parting like this is so unfair, oh - neomcha neohwaho  
What kind of summons is the afterlife’s messenger? oh - neomcha neohwaho  
Is there any summons by which one can refuse to go? oh - neomcha neohwaho"
damyang-0202,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/jn/damyang/damyang-0202.mp3,"@Ye yeheoi yeheoyeoru sangsadiyeo

- Ye yeheoi yeheoyeoru saadiyeo
- Well done, well done, we farmers are doing well
- Put this seedling in, put that seedling in, let's move to janggu seedling
- The front mountain becomes distant, the back mountain becomes close
- It's coming to an end, it's coming to an end, the square measure of rice paddy is coming to an end

Long sound during rice planting song."
imsil-0601,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/jb/imsil/imsil-0601.mp3,"@Arissigona - Ah Ahee-eeeh
 Uhuhuh iyaa eee
 Uhuh iya Ahee-eeru Mariyo

-Arissigona - Ah Ahee-eeeh
 Uhuhuh iyaa eee
 Uhuh iya Ahee-eeru Mariyo
- Beyond that mountain lies Soscheop
 Walking the night path is troublesome — yes
- The Paulownia wood geomungo
 Even just plucking the strings makes sound
- Hurry and bind the edge of the rice field
 Let's cross over the ridge
- Holding a blue lantern lit
 The loved one is coming, let’s go to meet
- Doing well, yes doing well
 Our workers do well
- The sun rises in the west at Ilrak Mountain
 The moon rises at Wolchuldong Peak
- Horses step on the stirrups and go
 The loved one grabs me, holding me back (not letting me go)
- In the wide plains of Gimje Mankyung
 The willows where the donkey is tied
- Mountains, rivers, and plants keep growing young
 Our lives keep growing old
- Holding a sprig of mugwort because my beloved left
 Begging him not to go on a journey
- The loved one left and spring returned
 Thinking only of the loved one
- Let’s go play, let’s go play
 Wolseon is going to the room to play
- Wolseon has nowhere to go
 Only a pair of geomungo hanging there
- The elder one stays for a long time
 Just closing the door and taking naps

- Sound of water beetles
- Be sure to refer to notes
 >"
geoje-0301,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/gn/geoje/geoje-0301.mp3,"Cooker, cooker, with a different board, cooker  
Removing smell, removing smell, with a different board, removing smell  
Wooden spatula, three spatulas, quickly, briefly removing smell  
Hongchija, Hongchija, with a different board, Hongchija  
Whether living at the bride’s home or not, mother-in-law, father-in-law, Hongchija  
Whether running the household or not, the deceased’s jar, Hongchija  
Whether living with the in-laws or not, father-in-law and mother-in-law, Hongchija  
Whether living with the in-laws or not, mother-in-law, father-in-law, Hongchija  
Yeongcheon, tree, hummingbird, let’s move our hands"
namwon-0110,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/jb/namwon/namwon-0110.mp3,"Receiver: In Yangsan, a high-collar is taking a nap in a flower or room.

Sender: In a square-shaped linoleum room, a virgin maid is taking a nap.

Receiver: The sun sets over the western hills, and the moon rises over Wolchul mountain ridge."
geumsan-0804,Lullaby_lullaby,Lullaby,lullaby,http://urisori.co.kr/sound/origin/cn/geumsan/geumsan-0804.mp3,"Lullaby, lullaby, our baby,  
Go to sleep, go to sleep.  
Our baby, good baby,  
Sleep well, sleep well.  
Wearing clothes made of gold and jade,  
You fall asleep.  
Our baby, cute baby,  
Sleep well, sleep well.  
In the land of gold,  
Norigae (ornamental pendants) and flowers bloom.  
Our baby, good baby,  
Sleep well, sleep well.

"
gimhae-0212,Lament_lament,Lament,lament,http://urisori.co.kr/sound/origin/gn/gimhae/gimhae-0212.mp3,"Seong-a, Seong-a, how was living in your husband’s home?  
Living in the husband's house was good, but it was difficult to place the handmade cloth on the round wooden frame.  
It was also hard to serve rice in the round watermelon-shaped bowl.  
It was hard to speak with the newly widowed uncle.  
Oh, how good it is, oh, how good it is, but I cannot do the farming."
cheongwon-0310,Work_construction,Work,construction,http://urisori.co.kr/sound/origin/cb/cheongwon/cheongwon-0310.mp3,"@ Ehehe Dalgiho

Ehehe Dalgiho  
Various rivers align their flows,  
Clashing and pounding together.  
The mountain source is Mount Kunlun,  
The water source is the Yellow Sea.  
Ehehe Dalgiho.  

Entering through Chungcheong Province,  
The Sobaek Mountain range abruptly falls away.  
That mountain range flows continuously,  
Giving rise to the high mountain Geumoseong.  
That mountain range keeps flowing,  
Preparing the auspicious place, Imyeongdang.  

When selecting Imyeongdang,  
Various wind and water (geomantic) factors were examined.  
Ehehe Dalgiho.  

Across there, that peak is Nojeokbong,  
Over there, that peak is Munpilbong.  
A place for three prime ministers and six judges to reside.  
Ehehe Dalgiho."
dalseong-0520,Work_construction,Work,construction,http://urisori.co.kr/sound/origin/gb/dalseong/dalseong-0520.mp3,"A: Here we go again.  
B: Yeah, let's go.

A: Stand up.  
B: Yeah, let's go.

A: It's a big trouble.  
B: Yeah, let's go.

A: General Kim  
B: Yeah, let's go.

A: is getting ready.  
B: Yeah, let's go.

A: With bare feet.  
B: Yeah, let's go."
gwangjusi-0238,Lament_lament,Lament,lament,http://urisori.co.kr/sound/origin/jn/gwangjusi/gwangjusi-0238.mp3,"Mother, mother, daughter-in-law, mother  
What good is it if you only stitch the hem?  
The newlywed who was very blessed  
Received a betrothal gift and died  
The betrothal gift is received and hung before the ancestral tablet  
Thirty-two Jewish soldiers  
March in step and make a sound"
yecheon-0838,etc_minstrel,etc,minstrel,http://urisori.co.kr/sound/origin/gb/yecheon/yecheon-0838.mp3,"When I pick up one character or one Chinese character, meeting my dear one in a single thread of longing is useless.  
When I pick up two characters or Chinese characters, where has the love tied like the sun and moon gone away?  
When I pick up three characters or Chinese characters, the vow made in three lifetimes flows away to the March stream.  
When I pick up four characters or Chinese characters, the learned texts from the Four Books and Three Classics are celestial clouds.  
When I pick up five characters or a drink, there is nowhere to write about the fifty-three prefectures, it has become the great full moon of the eight provinces.  
When I pick up six characters or Chinese characters, the six armies and six generations, the general cannot escape death even once.  
When I pick up seven characters or Chinese characters, how far the seven hundred li of the Nakdong River are from my longing.  
When I pick up eight characters or Chinese characters, my wretched body without destiny—does love even matter?  
When I pick up nine characters or Chinese characters, the great wind spans nine thousand li.  
When I pick up ten characters or Chinese characters, at fifteen years old, the glory of spring is achieved.  
On the fifteenth night, the bright moon is hidden by clouds.  

—With chopsticks as accompaniment"
damyang-0305,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/jn/damyang/damyang-0305.mp3,"@Eoha Jillo

-Eoha Jillo  
-Going, going on  
-In the middle of the paulownia tree  
-The sound of the geomungo (Korean zither)  
-Even just plucking the strings produces sound  
-Wind, strong wind  
-Blowing fiercely  
-Spring breeze and fallen leaves  
-Are all falling down  
-The mountains, rivers, and plants  
-Are growing young  
-Our life  
-Is growing old day by day  
-In the middle of the paulownia tree  
-The sound of the geomungo  
-Even just plucking the strings  
-Only sound comes out  
-It’s raining, it’s raining  
-At the foot of Samgaksan (Mountain)  
-Drizzle is falling  
-Put on the raincoat and the bamboo hat  
-Tie the straw sandals around your waist  
-Comes in, comes in  
-The lunch basket is being carried noisily  
-Enough, enough  
-Let’s open the stringed bow  
-And serve lunch  

"
goryeong-0403,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/gb/goryeong/goryeong-0403.mp3,"A: It's difficult to plant rice seedlings in the Han River.  
B: It's difficult to pick cotton planted in the sky.  

A: Short-tempered person, short-tempered person, short-tempered in every way.  
B: Is she the daughter of a cook? She even cooks well.  

A: Rescuer, rescuer, rescuer in every way.  
B: Is she the daughter of a straw hat seller? She even carries (or deals with) straw hats well."
cheongwon-0201,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/cb/cheongwon/cheongwon-0201.mp3,"@Gather it, gather it, gather this seedbed

Gather and bundle it up, come on, gather this seedbed
Gather and bundle it up, come on, gather this seedbed
Hey there, farmer, please listen to my words
Don’t waste a single word, just tend to this seedbed
The morning sun rises in the east, and sets looking at the western hills
Live and play while you are young; can’t you play when you grow old?
It’s all done, it’s all done, this seedbed is all gathered up
Gather and bundle it up, come on, gather this seedbed
You’ve done well, you’ve done well—if it’s this much, be satisfied
Where has the lush green gone? My fate is harsh
When the sun sets and the day fades, where will you go dressed up?
If going to the mistress’s house, you’ll only go after seeing me dead
The mistress’s house is a flower garden, and the goldfish in the pond live forever
If it’s this much, it’s all done, today’s planting is finished
Even the sparrows flying around seem to recognize us farmers
Passersby stop and watch us as we gather the seeds"
andong-0704,Lament_eosayong,Lament,eosayong,http://urisori.co.kr/sound/origin/gb/andong/andong-0704.mp3,"Hey, hoohoo  
The old crow from last year, hohohoi  
This year’s fresh crow, hohohoi  
The fresh crow flaps its wings vigorously,  
The old crow falls into a hole,  
The mountain spirit crow  
Caws loudly, “Kakok, kakok.”  
The beloved one’s illness  
Deepens day by day.  
Turn, turn, hooroo, old man,  
One hand holding medicine,  
One hand holding rice gruel,  
Though I cared for you devotedly,  
You showed no gratitude,  
You have forever departed.  
In the year of the sick person, the harsh year,  
I brought you cold water,  
Said you were beyond help,  
Oh, my old man.  
In the year of abundant spring,  
Where did you go without eating this rice?  
I want to see, I want to see  
Your brave figure,  
So pitiful, I want to see.  
Listen, listen  
To your clear voice,  
So pitiful, I want to hear.  
I want to go, I want to go  
To the place where you went.  
Your rotten soy sauce  
Melts away wave by wave.  
Whose complaint should I share?  
Only you who are gone,  
I will mourn for eternity.  
Rest peacefully."
naju-0226,Work_artisan,Work,artisan,http://urisori.co.kr/sound/origin/jn/naju/naju-0226.mp3,"Spinning wheel, melody, spin round and round  
Sleigh bells ring, it spins well  
Neighbor Kim Doryeong gets night dew  
Eya deya eheheheya  
Eyarah duirah, this is true love"
hwasun-0510,Work_construction,Work,construction,http://urisori.co.kr/sound/origin/jn/hwasun/hwasun-0510.mp3,"@Eolreolleolleol Boss

-Eolreolleolleol Boss  
-With a three-ton iron hammer, bang bang, striking  
-When will this construction ever be finished  
-Without money, this is a misfortune  
-Has the construction site run out of money?  
 Grabbing a stick and leaving  
-Even if stopped now  
 When will it ever be completed  
-It’s a difficult time to get money  
 When will it come again  
-There are many construction sites  
 Falling apart and unable to proceed"
wonju-0709,Entertainment_children,Entertainment,children,http://urisori.co.kr/sound/origin/gw/wonju/wonju-0709.mp3,"Five-way street, that street, various streets  
A thousand things, many things  
Crooked foot, Ho Yang-gun  
Kimchi in summer, jangdok-kkye (jar lid broken)  
Chicken stealing in a mosquito field  
Frost in July and August  
East Earth, end of December frost  

One grain, two grains, three-colored raccoon  
Nightingale, silver candy, mouse in the wind  
Lucky pouch beggar, Eighth General  
Kondre, Mandre, poop dang  

This street, that street, various streets  
A thousand things, two things  
Solid land, Jeolla province  
Two Jeolla governors  
Below, above  
Hanging the neck on Jeongsan  
Six plates, stones!"
jeongseon-0724,Lament_lament,Lament,lament,http://urisori.co.kr/sound/origin/gw/jeongseon/jeongseon-0724.mp3,"Jujube tree by the window  
At the bamboo fence house  
Click-clack, weaving away  
A dog barks under the floor  
Opening the window  
A letter has come, a letter has come  
Holding the letter  
It’s news of a parent's death  
Entering the front room  
Softly, softly, father-in-law — () again  
The news of a parent's death has come  
At the back yard, barley field  
Please harvest it all and go  
Entering the front room  
Softly, softly, mother-in-law  
The news of a parent's death has come  
Please finish weaving the hemp cloth and go  
As the front corner turns  
The royal carriage sways  
As the second corner turns  
The mourning procession is coming ()  
As the third corner turns  
The peddler’s voice is heard  
As the fourth corner turns  
The twelve elder brothers  
Wails resonate deeply  
Oh peddler going ahead  
Oh traveling merchant behind  
Please leave this traveling merchant alone  
Hey, you reckless woman  
You ought to have come by now  
Though my elder brother writes well  
I haven’t received even a letter  
Though my elder brother wove nicely  
I didn’t even receive a handkerchief  
Entering the place where my mother gave birth  
Only ashes remain  
As the wails resound  
The neighbors gather  
Saying the daughter has come and gone  
It’s so heartbreaking, so heartbreaking  
So painful that my parents have died  
As the third corner turns  
The peddler’s voice is heard"
hwaseong-0104,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/gg/hwaseong/hwaseong-0104.mp3,"@ Ehiyora Banghoo

Just riding here and there, let's turn around with frequent pauses Ehhei Eheyoraa Bangayo  
Ehiyoora Banghoo  
Do not pass the relentless time  
Our youth is all growing old  
Grass, the spring grass  
Waits for the dew to come  
The young man who went to Hanyang  
Is just waiting to meet me  
At the station where my love left  
Only black smoke flies away  
In the empty room I went to  
There is only sighs and sorrow  
Hey, farmer, listen to my words  
The sun sets in the west  
The moon rises in the east at Wolchul  
Feeling tired and thirsty  
Let’s finish this up and move on"
cheongsong-0417,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/gb/cheongsong/cheongsong-0417.mp3,"On June, the first day of the month, let’s go to the outer courtyard of Jingaemaenggae to feel our hearts,  
Holding danggankomu in hand,  
Wearing shoes without a strap, dressed in a hemp skirt,  
A bamboo hat worn on the side, a three-foot towel hung around the neck,  
In the heat of the midday, the outer clothes are hot, even the field clothes are old,  
Carrying one bundle, then two bundles, then three bundles through the valleys,  
Meeting in the valley of my beloved,  
Alas, my dear one does not know how to meet,  
And went away to part somewhere else.  
Though we say it’s pleasant to talk, we have passed many full moon nights,  
Three months have passed back and forth,  
On July, the seventh day,  
Even the stars in the sky, the Weaver star meets the Cowherd star,  
On earth, even the stones, the Mangdu star meets,  
Even worn straw shoes and old shoes, even mismatched pairs, meet,  
Alas, my dear one does not know how to meet,  
And went away to part somewhere else.  
Though we say it’s pleasant to talk, we have passed many new moon nights,  
Leaving only the early stars of the third month."
hampyeong-0309,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/jn/hampyeong/hampyeong-0309.mp3,"Crossing the embers  
He-e- i- hi- eo  
These are your words  
They’re deeply soaked inside the stacks of jang leaves  
Crossing the embers again  

E- i- hi- eo eo-do  
The flower on the long stem blooms fully  
The connection in the first lunar month softly weeps  
If you sleep and wake, a day like today comes again  
E-a- he- eo he- a-  
Words/cattle  

- Crossing the embers  
- Long sounds continue"
changwon-0204,Work_construction,Work,construction,http://urisori.co.kr/sound/origin/gn/changwon/changwon-0204.mp3,"@Eoyarachaha

Eoyaracha  
If you have a daughter, give her four or three sons  
Eyadiyara saniroda  
Cheonkkaemangkae plays in the air  
Eyadiyara saniroda  
The twelve-character horse marker belongs to the Dragon King’s country  
Eyadiyara saniroda  
(Horse sounds, interrupted / called again – the leading voice changes to grandmother, the responding voice remains the same)  

Cheonkkaemangkae plays in the air  
We die and go to heaven  
The magistrate dies and goes to hell  
That grandmother who is going there  
If she has a daughter, give her four or three sons  
Although she has a daughter, she is small and young  
The twelve-character horse marker belongs to the Dragon King’s country  
Oh grandmother, don’t say that  
Even if a bird is small, it lays eggs  
Even if a swallow is small, it goes to Gangnam  
Eyadiyora saniroda  
That grandmother who is going there  
If she has a daughter, give her four or three sons  
Although she has a daughter, I am small and also short  
That grandmother who is going there, she’s going to the graveyard, there’s blood on her clothes  
Ah, that young man is blind, the village penis is frisky (laughter)  
Eoyarachaha"
gochang-0723,Work_artisan,Work,artisan,http://urisori.co.kr/sound/origin/jb/gochang/gochang-0723.mp3,"Dori dori sesa wheel dori tying the line at the auspicious spot  
Holding a plum blossom skewer in hand, in a mocking field  
When a mist-like sleep comes and the rhythm falls ill  
Neither medicine from the pharmacy nor medicine from the herbalist works, only jangkkaeguk (a traditional soup) is the best

- The melody is unique  
 >"
cheongwon-0406,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/cb/cheongwon/cheongwon-0406.mp3,"@Yuhee Yuhee Yuhee, ehe Yuhee

-Yuhee Yuhee Yuhee, ehe Yuhee  
-Yuhee Yuhee Yuhee, ehe Yuhee  
-Heaven and Earth, after division, brought about male above and female below  
-Among all the things in the world and under Heaven, is there anything other than people?  
-Please listen, Mr. Shiju, to these words  
-Who in this world is born by grace?  
-Yuhee Yuhee Yuhee, ehe Yuhee  
-By the grace of God the Father, borrowing the bones of the Father  
-Borrowing the flesh of the Mother, praying to the Seven Stars for life  
-Praying to Jeoseok-nim for fortune, thus a new god is born  
-It is both enchanting and a life of hardship, both resentful and deeply painful  
-Yuhee Yuhee Yuhee, ehe Yuhee  
-Who would recognize the sacrifices made in life?  
-Yuhee Yuhee Yuhee, ehe Yuhee  
“Ago ago ago ago ago ago ago ago”  
“Please come down for a moment and have a sip of medicinal liquor.”

-Funeral all-nighter sound  
-Daedodoom is practiced the night before carrying out the coffin and during the funeral procession to synchronize steps."
yeonggwang-0302,Work_fishing,Work,fishing,http://urisori.co.kr/sound/origin/jn/yeonggwang/yeonggwang-0302.mp3,"@Uya ssara, eoya jacha

Eussa

-Eussa  
-Eussara  
-Eoseo jeora  
-Quickly, quickly  
-Don’t pull your hips back  
-Eoreum jeora  
-It’s time to go  
-Time is almost up  
-We're busy  
-Let’s go quickly  
-When will we leave?  
-I'm waiting there  
-Hurry up  
-Iksara  
-Ueoycha  
-Ueoycha  
-Eoreum jeora  
-Hurry up  
-Time is almost up  
-Let’s go quickly  
-Are we almost there?  
-Time is up  
-Let’s come again  
-Let go  
-Ttaenggera  
-Hurry and let go  
-Quickly, quickly let go  
-Have you let go of everything?  
-We’re all here  
-Have a drink each  
-It was noble

"
ulsan-0204,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/gn/ulsan/ulsan-0204.mp3,"Ae hoheya hoehoe hoe ya  
Come here hoheya heyaeya eya ora chyeora  
Well done hoheya all day long chyeora  
Come here hoeya ihi hoeya look over there hoeya  
Come here hoeya twist and chyeora hoeya ihi hoheya  
Come here hoeya twist and look over there hoheya hoheya it’s crossing  
Come here hoeya twist and strike over there hoheya well done hoheya  
Ihi hoheya look over there hoheya ihi hoheya  
Come here hoheya let’s look over there hoheya well done hoheya  
Holdeokgi hoheya well done hoheya again it’s crossing hoheya  
Come here hoheya again this way it’s crossing hoheya coming over this way hoheya  
Bori-kki chonaera hoheya well done hoheya ihi hoheya"
yeongdong-0910,etc_minstrel,etc,minstrel,http://urisori.co.kr/sound/origin/cb/yeongdong/yeongdong-0910.mp3,"Pumba Pumba, well done, did you eat cold water poop? You do it so smoothly.  
Pumba Pumba, well done, did you fall into the oil drum? You do it so slickly.  
Pumba Pumba, well done.  
Jangdaegori, swallow jang, blew the nose, Hong Seonjang.  
On the sixteenth day, the straw sandals, Sinsanjang cries, Gokseonjang.  
Pretty lady, Anajang.

-Later, report based on what was written.  
-Just something called, selection of songs?"
cheongwon-0101,Lullaby_lullaby,Lullaby,lullaby,http://urisori.co.kr/sound/origin/cb/cheongwon/cheongwon-0101.mp3,"Blow, blow, fire, fire, cat,
Blow, blow, rustle, rustle,
Blow through a thousand kalpas, blow through ten thousand kalpas,
Buy rice fields for the front yard, buy vegetable fields for the backyard,
Blow, blow, rustle, rustle, blow, fire, fire,
To parents, be filial; among siblings, be friendly;
Within the family, be harmonious; among neighbors, be kindhearted.
(Sound ends here)

Blow, blow, fire, fire, rustle, rustle, blow,
Blow through a thousand kalpas, blow through ten thousand kalpas,
Blow, rustle, rustle,
Buy rice fields for the front yard, buy vegetable fields for the backyard,
Blow, rustle, rustle,
To parents, be filial; among siblings, be friendly;
Within the family, be harmonious; among neighbors, be kindhearted.
Blow, rustle, rustle, blow, fire, fire,
Our baby is sleeping well, blow through a thousand kalpas, blow through ten thousand kalpas.

>"
muju-0516,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/jb/muju/muju-0516.mp3,"Wrap the wrap, wrap the wrap, wrap the seedlings  
Wrap these seedlings carefully from every side  
Wrap the outer leaves and give them to the mother-in-law, wrap the inner leaves and give them to the mistress  

Floating a fishing line on the Han River, it's difficult to catch the line  
Hanging cotton in the sky, it's difficult to pick the cotton  

Is the work all done for today? Smoke is rising from every village  
Even though it's evening, there are so many people that I can't eat"
muan-0207,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/jn/muan/muan-0207.mp3,"@Taego

-Taego

@Eoheo-eoheo-eoheo-hi ya-n bosal

-Eoheo-eoheo-eoheo-hi gana-n bosal  
-Eoheo-eoheo-eoheo-hi gana-n bosal  
-Eoheo-heo-eoheo-hi gana-n bosal"
yanggu-0207,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/gw/yanggu/yanggu-0207.mp3,"Hey, where are you? Hey, ox, let's plow the field.  
Where are you? Go up that ridge, don’t come down.  
Hey, ox, where are you? Hold and steady.  
Turn around. Where are you? That ridge, slowly back off.  
Where are you? Don’t pull it out or go up and down.  
That ridge is getting stuck, be careful. Where?  
Just go up. Hey, where is that ridge? Hey, where?  
Slowly hold steady. Where are you? Turn around. Where?  
That ridge is just pushing and turning around. Hey, where?"
yeongam-0403,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/jn/yeongam/yeongam-0403.mp3,"@Woya Heya Jeilloheum

-Woya Heya Jeilloheum  
-Zeloja, make sure to get the sound right  
-I farm this land  
-At first, dedicate to the ancestors  
-Second, serve the parents  
-Third, dedicate to the country  
-Moon, moon, bright moon  
-The moon that Lee Taebaek sang to  
-Where did Lee Taebaek go?  
-Don’t you know the moon has set?  
-Zeloja makes all the sounds so well  
-Some farmers are lucky by fate  
-Living in a tall house by the five great rivers, wealthy and prosperous  
-This year, fate is ruined by misfortune  
-Always putting hands into muddy water  
-Do you succeed because you are skilled?  
-My eyes are dark, it must be madness  
-Walking quickly, hide away  

"
geoje-0218,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/gn/geoje/geoje-0218.mp3,"The ridge of the field looks like a half-moon.  
What kind of half-moon? It’s a crescent moon, not a half-moon."
