item_id,label,translation
HPra_441,VOJENSKÉ,"1. That Chlumec castle is behind the forest, that Chlumec castle is behind the forest, they took me to the army, I did not know, they took me to the army, I did not know.  
2. Since they took me, let them take me, I will go there, with my saber I will fight.  
3. Saber sharpened on both sides, my black horse will carry me away from you.  
4. My black horse jumps beautifully, my mother is crying for me at home.  
5. Don’t cry, mother, that I am leaving, for I will also be thinking of you."
HPra_443,VOJENSKÉ,"1. That little church in Kladno, around it a dark forest, I will look once more, I will look once more, to see what my beloved is doing.  
2. He is riding, my beloved is riding, on his black horse, he just strapped on, he just strapped on a saber on his left side.  
3. When he strapped on the saber, he wept sorrowfully, wept, lamented, wept, lamented, until his horse neighed beneath him.  
4. His mother heard it, ran out of the little room: I welcome you, my son, who sent you to the army, who is the cause of this?  
5. They took me to the army, gave me the Kladno mayor, he took me to the army, tied my hands and feet, left a guard standing by me.  
6. And the guard stood by me from evening till morning, they put me on the train, untied my hands, took me to Brno.  
7. When they brought me to Brno, they led me to the barracks: Open the gates, we bring you a recruit, he was drafted yesterday."
HPra_444,VOJENSKÉ,"1. Green little grass, who will mow you when I am serving in the army riding my little horse?  
2. I will mow the green little grass myself and remember you, my dear Vojtík.  
3. Green little grass, how innocent you are, who will come to you, dear Boženka?  
4. Who would come to us, my dear sweetheart, when you are the only one in my little heart?  
5. Green little grass, how hard the farewell is, stay faithful to me, my delight.  
6. I will stay faithful to you, since I love you so much, God will grant us a reunion after some time.  
7. Green little grass, who will live you when I am in the army sharpening my saber?  
8. I will live the green little grass myself and remember you, my dear sweetheart.  
9. Green little grass, who will mow you when I have to stand guard in the army?"
HPra_445,VOJENSKÉ,"1. Turkish lord, Turkish lord, two Turkish lords, Turkish lord, Turkish lord, two Turkish lords from sunset, from sunset, from sunset began the war. 2. Russian land and those Russian bridges, build yourself, Muscovite, wide outposts. We will build a regiment of hussars, the Turks will drive us behind the Moscow gate."
HPra_448,VOJENSKÉ,"1. At Brandejs's on the plain lies a dragoon in rosemary, in green rosemary lies the fainted dragoon.  
2. Whoever was to blame for his death covered him with rosemary, it was his friend who loved his Milka.  
3. His Milka came to him, tied a scarf around his head, tied his head and gave him a kiss.  
4. If you want to be my Milka, you must learn to ride, I will buy you a horse, you will become a little dragoon.  
5. At midnight, saddling the horses, at midnight, marching, the horseshoes clattered, blue eyes were crying.  
6. Do not cry, you blue eyes, the horse below me just turns around, the horse beneath me, I on it, be at peace."
HPra_449,VOJENSKÉ,"Near Sarajevo, his intestines burst, he sank sadly, he was devoured by a dog."
HPra_450,VOJENSKÉ,"1. At the well, the girls are washing clothes while the soldiers are marching. Mařenka recognized Pepíček as he was sitting on the black horse. 2. Come, Pepíček, I will marry you, I have three hundred, I will pay you off. And they won’t give me away for three hundred, since the officers are already waiting for me."
HPra_451,VOJENSKÉ,"1. By the green meadow at Terezín, my beloved was grazing a stag on it. By the green meadow at Terezín, my beloved was grazing a stag on it. Barn, barn, barn, pump, barn, pump, barn, pump, barn, barn, barn, pump, barn, pump, ashtray.  
2. That was not a stag, that was a hind, wait, my beloved, three years for me.  
3. Waiting for three years, I could get married, I could raise a son for you.  
4. Raise a son, send him to the army, so he would learn to drill.  
5. Once he learns to drill, he will learn to love girls.  
6. Once he learns to love girls, he will learn to date regularly.  
7. Once he learns to date regularly, he will learn to stand at roll call.  
8. Once he learns to stand at roll call, he will learn to grumble in jail.  
9. Old hands grumble in jail, they only find fun in the army."
HPra_453,VOJENSKÉ,"Prague 1912, ""the soldiers of the 28th regiment sang in Bruska"" The medic died, the medic died, the medic died, for he was a great drinker, believe it for sure."
HPra_454,VOJENSKÉ,"1. In Bosnia on the little hill, under the bright moonlight, stands a Czech soldier in the cold breeze. 2. He gazes with a sad look at the wide sky, his thoughts always toward his home. 3. He gazes with a sad look at the tall rocks, his thoughts always on his little girl. 4. Do not remember, soldier, your beloved, she is making love to another under the bright moonlight. 5. She makes love, promises him love, and does not even remember you, dear soldier. 6. If only I were a little bird or a swallow, so I could fly over her little room. 7. I would know what she is doing, whether she has another, then our love would be ended."
HPra_455,VOJENSKÉ,"1. In Dalmatia, in Dalmatia, in that hot region, there are only mountains, valleys, mountains and valleys. Mountains, valleys, high rocks, the darmusové walk on them, mountains, valleys, high rocks, the darmusové walk on them. [chorus] Who would not love a darmus, when he is like freshly painted, red cheeks, white body, yuck, as if he flew out of a chimney. Yuck, yuck, yuck, yuck, yuck, ha ha ha, yuck, yuck, yuck, yuck, yuck, ha ha ha, red cheeks, white body, yuck, as if he flew out of a chimney. 2. An order came from Emperor Franz Joseph that all darmusové must go out into the world. The Turk is coming with great power, so you, boys, darmusové, don't get caught. 3. Farewell, people of Třeboň, and with the maidens, we must go to the land of Bosnia. May God help us in war, I will take you as my wife, you will take me as your husband."
HPra_456,VOJENSKÉ,"1. Yesterday the sun was shining for me, today it no longer shines for me, I loved a girl, she was like a flower. God, she was a girl, she had blue eyes, I used to take her for a walk in the green grove.  
2. We walked around the little grove three times, I did not complain, my darling cried, I howled. Don’t cry, my darling, the cloth means nothing to you, tomorrow they will take me to Brno, I will already be drafted.  
3. When we arrived in Brno, there were soldiers there, they had green insignia, they were hunters. One of them told me to join them too, I was a little drunk, I did it.  
4. When I woke up in the morning, I already regretted it, my darling cried, it was all in vain. Don’t cry, my darling, the cloth means nothing to you, and I have to be a soldier, the end of love.  
5. When we said goodbye under the green oak, we always told each other that we would not be each other’s anymore. I have to go far away, across the wide sea, and I will no longer see your blue eyes."
HPra_458,VOJENSKÉ,"1. Prison, oh prison, chains on cold hands, prison, oh prison, chains on cold hands.  
2. And I wait day by day for the doors to move with a key.  
3. Then the jailer comes, calls my name, surname.  
4. You have to go upstairs, you have some visitors there.  
5. Then he leads me, I don’t know where, up those small stairs, I don’t know where.  
6. When I came upstairs, my sister was sitting there at the table.  
7. She has a white scarf in her hand, wiping her blue eyes.  
8. And you dear little brother, I bring you something in a basket.  
8. Go, sister, go home, I have an execution tomorrow morning.  
9. When the sister heard this, she fell to the ground, fainted—fainted."
HPra_460,VOJENSKÉ,"Soldiers, soldiers, you are rogues, you only know how to make love for fun."
HPra_461,VOJENSKÉ,"1. A private is often abused like an animal; he sleeps on a stone or somewhere in a hole.  
2. When he is taken as a recruit, he is full of pride; when they give him a rifle, he becomes a fool.  
3. When he is once slapped, pushed here and there, he must not even move—that makes him a big fool.  
4. When the soldier marches where there is some celebration, wherever a soldier steps once, grass does not grow there.  
5. A soldier, when walking down the street, must stroll, must constantly salute, and toss his head from side to side.  
6. On his head he has a helmet, a collar on his neck; as soon as he is issued, he drinks away his six crowns.  
7. A soldier, when he is with the band, hates to pay; when he has to pay three crowns, he often disappears.  
8. After three years when he goes home, he is a drunkard, cannot work at all, and straw sticks out of his shoes."
HPra_462,VOJENSKÉ,"1. The soldier is returning from military service, his heart rejoices with happiness, and his first journey is to where his bride lives.  
2. He cannot find his beloved, then he begins to weep bitterly and asks the tall fir tree where the blue-eyed girl is.  
3. The slender fir bows: Wait, I will tell you about her. A week ago yesterday she had a funeral, she mourned herself to death for you."
HPra_463,VOJENSKÉ,"1. Bad, mother, bad, the Brandenburgers are here. They have big hats, they steal geese, hens, bad, mother, bad, the Brandenburgers are here.  
2. Bad, mother, bad, the Brandenburgers are here, they have big coats, they steal silver, ducats, bad, mother, bad, the Brandenburgers are here."
HPra_465,VOJENSKÉ,"1. I know a beautiful castle where my beloved lives; she sits at a nice little table, embroidering a white scarf, she sits at a nice little table, embroidering a white scarf.  
2. It is good for you, my Mařenka, to embroider a white scarf, but what about us poor soldiers, we have to stand still.  
3. I stand still like a rock, I stand still like a wall, then a heated cannonball flies over and knocks me out of my calm.  
4. It knocked me out of my calm and they put me in the hospital, write a letter to my dearest that I am wounded.  
5. My right leg is torn off, my left arm is cut off, come, my beloved, come and see how cruel war is.  
5. I will not look at you, I am angry with you, you deprived me of my green wreath, I am looking for it with you.  
6. I must find it with you, only with you. I will give you a nice little cushion made of black velvet.  
7. A little cushion under your head and a loving embrace, so that you, girl, do not think I was a scoundrel."
HPra_467,VOJENSKÉ,"And you, you fool, where have you been for so long? It’s already nine o’clock, you’re supposed to be at the barracks."
HPra_468,VOJENSKÉ,"The old woman has a thorn in her ass, thorn. The old woman has a thorn in her ass, thorn. Potatoes, potatoes, little potatoes, potatoes, potatoes, little potatoes."
HPra_469,VOJENSKÉ,"Go, soldiers, go lie down, for you have nothing to eat for dinner. Go, soldiers, go to sleep, you will have work to do. Tomorrow morning at half past seven we will go to Bosnia."
HPra_471,VOJENSKÉ,Franta beat Kašpar until his wound burst. Franta beat even more until his trousers started to bleed.
HPra_479,VOJENSKÉ,"The firefighters are on their way, they are taking the fire truck, then the commander rides the fire truck so the younger ones have to work hard."
HPra_482,VOJENSKÉ,"Fire, fire! The firefighters are coming, they're bringing a fire truck!"
HPra_483,VOJENSKÉ,"I am Honza from Skalice, ears like a rabbit, I look like a shaggy scarecrow. I will break the plowshare in our village into bits and pieces."
HPra_484,VOJENSKÉ,"He rides, he rides, the postman doll, he rides, he rides the postman. In front he has a little horn, at the back he has a little chest, he rides, he rides the postman."
HPra_485,VOJENSKÉ,"We don't want to drill, but we have to."
HPra_486,VOJENSKÉ,"A little soldier went to the drill, he needed to poop. He didn’t have a piece of paper with him, so he scratched it with his finger."
HPra_488,VOJENSKÉ,"Get up, Franta, the coffee is already brewed!"
HPra_489,LEGENDY,The hunchback shat behind the door.
HPra_490,LEGENDY,"1. The path had been trodden since the time of Christ the Lord. 2. Two souls were walking on it, and with them a great sinner. 3. They were met by the Mother of God: Where are you going, sinful soul? 4. I am walking the broad way, where sinners go to hell."
HPra_491,LEGENDY,"1. Twelve virgins fell asleep, waiting for their beloved, only two did not sleep, they waited for their beloved.  
2. They did not sleep, they suffered and awaited their beloved, a chaste bride, brighter than the sun.  
3. First was Saint Catherine, she was the bride of Christ, the bride of Christ endured everything.  
4. The second bride of Christ was Saint Dorothy, illuminated by beauty above all the virgins.  
5. Her splendid beauty pleased everyone, until in the end the king asked to love her.  
6. She did not want anyone, only Jesus Himself; then the king grew angry and ordered her to be punished.  
[Singer did not know the song further.] It was sung to him by his grandmother."
HPra_492,LEGENDY,"1. In the town of Ratiboř, that is in Prussian land, a great famine prevails, followed by a terrible disease everywhere.  
2. A little girl was walking through the forest, sadly lamenting for her mother who lay sick, searching for roots.  
3. There was a lot of snow, she could not find anything, and perhaps her dear mother must perish without human help.  
4. In that forest, there is a chapel of the Five Wounds of Christ the Lord; the child knelt sadly, clasped her little hands, and wept mournfully.  
5. Oh dear Jesus, heal our mother, we suffer great hunger, three poor children, I am the eldest of them.  
6. As the eight-year-old girl lamented so, she saw an old man coming from afar with two crutches.  
7. “Praised be Jesus!” The child replied: “Forever and ever amen, may the wounds of Christ the Lord be blessed.”  
8. “I hear you, my child, you cry bitterly; here is a piece of bread, for the Lord God will not let you perish from hunger.”  
9. “Give this bread always, always pray, you will be blessed by Jesus the Lord, just remember Him.”  
10. “That is why, old man, I did not ask for bread, I am searching for roots for my dear mother, so she may walk healthy.”  
11. The little girl took the bread, and as she turned around, the old man disappeared before her eyes; she never saw him again.  
12. Oh, it was not an old man, it was Christ the Lord Himself, who gave me this prayer and that piece of bread with His own hand.  
13. The little girl was going home, she heard a calling, she saw her mother on her deathbed, dying sadly.  
14. “Jesus and Mary, dear mother, do not abandon us, I have already received a piece of bread for you!”  
15. She handed it to her faint mother, and as she tasted it, she was immediately freed from that heavy illness.  
16. Now the mother rose, kissed her little daughter, and with her children recited that beautiful prayer three times.  
17. So, dear Christians, let us honor the wounds of Christ; He will give us blessing in heaven and on earth by His own divine hand.  
18. God’s providence always dwells with us; accept us, Your children, us miserable sinners, mother of Jesus Christ."
HPra_493,BALADY,"1. Mary walked through the wide world, carrying her little son in her holy life.  
2. She came one night to a blacksmith: Blacksmith, blacksmith, let me lie down.  
3. I won't let you lie down, I won't let you lie down, I have many journeymen, I have many journeymen.  
4. They forge at night, making nails, which they use to nail the Lord Jesus to the cross.  
5. When the Virgin Mary heard these words, she ran to Bethlehem and gave birth to her son.  
Sung by a caroler at Christmas 1911."
HPra_494,BALADY,"1. There was a prince who had a beautiful daughter, until the Turkish sultan heard about her, until the Turkish sultan heard about her.  
2. The prince and princess are crying. Why do you cry so, why do you wail so, mourning yourselves?  
3. How can we not cry and mourn ourselves when we have to give you to the Turk, to the Turk?  
4. He wrote a short letter and gave a ring with it, so that it would be delivered to her house.  
5. Have a chest made, I will lie in it until the Turk comes, a corpse I will be.  
6. They had a chest made entirely of ducats, and the lid was set with garnets.  
7. They had a pit dug with a silver hoe and the soil thrown out with a golden shovel.  
8. The Turk rides to the gates, his beloved is cold, people tell him that she has just died.  
9. Never have I seen such a dead girl who would have red cheeks, rosy little cheeks.  
10. He unclasped the chain from his neck, put it around hers: You were meant to be the Turkish queen.  
11. He took a handkerchief from his sleeve, wiped her forehead: To whom did you pledge yourself, my delight?  
12. The Turk rides away from the gates, waved the handkerchief, my almighty God, he struck his own head."
HPra_497,BALADY,"1. The lady was sick, cingi lingi boom, she would not see the morning, cingi lingi boom, the lady was sick, trará židlajdá, she would not see the morning, ha ha!  
2. She wanted to drink wine, but there was no one to get it for her.  
3. She sent her master, she slept alone with the hussar.  
4. The master returns with the wine, the hussar jumps behind the stove.  
5. Tell me, my lady, why is the bed overturned?  
6. A little mouse was here, the cat chased it.  
7. Tell me, my lady, whose is that iron helmet?  
8. The hussars rode this way, they left the helmet here.  
9. Tell me, my dear, whose are those shoes with spurs?  
10. Shoemakers went to the fair, they forgot the shoes here.  
11. Tell me, my dear, who is that behind the stove?  
12. It is a poor hussar, his legs are broken.  
13. If you were a kind master, you would give him something.  
14. The master reaches into his pocket, pulls out three ducats.  
15. Tomas, poor hussar, get your legs fixed.  
16. The hussar walks around the market and sings a new song:  
17. For sleeping with the lady, I got three ducats!  

hussar, from Polish + Turkish = member of light cavalry; spurs from German = spurs"
HPra_500,BALADY,"1. The military draft was announced, announced by the emperor, the lord, the military draft was announced by the emperor, the lord.  
2. A small farmer had three daughters, they were his support.  
3. He called the eldest, the one he loved the most.  
4. Come, daughter, come home, you will go to the army for me.  
5. No, father, I will not go, I will not fight.  
6. He called the middle one, promising to reward her well.  
7. Come, daughter, come home, you will go to the army for me.  
8. No, father, I will not go, I will not fight.  
9. He called the youngest, she was the dearest of all.  
10. Come, daughter, come home, you will go to the army for me.  
11. Yes, father, I will go, I know how to fight.  
12. When she joined the army, she killed three hundred Prussians. Prussians = Prusové"
HPra_507,BALADY,"1. When the dragoon enlisted, he ordered his Andulka, chacha, not to marry for him; she waited for him for three years. 2. She did not wait even a week; she married the very next day. In the third year, she went to the grass, to the lord's brewery. 3. When she had cut the grass, she looked behind herself. There she sees a black horse and the dragoon with another woman. 4. Come, dragoon, from the right side, help me with that bundle of grass. [...] 5. I will not help you with the bundle; give it to my horse to eat. Before I let it be eaten, I would rather trample it. 6. The dragoon jumped sharply off the horse and slapped his Andulka. Here you go, you unfaithful one, you false deceiver."
HPra_509,BALADY,"1. When I went through the dense forest, two virgins were reaping oats there, when I went through the dense forest, two virgins were reaping oats there.  
2. I ask you, my maidens, my heart’s doves,  
3. is my beloved healthy, as she always used to be?  
4. Your beloved, she died, her funeral was last week yesterday.  
5. Show me the path from where they carried my Anička.  
6. Along this path, downwards, straight to the new cemetery.  
7. Hardly had I gone around, I did not find my beloved’s grave."
HPra_510,BALADY,"Libeň 1912, sung alternately by František Černý and Marie Halamová  
1. When I came from the tavern, the clock struck three, open up for me, my dear, everyone is hurrying, open up for me, my dear, everyone is hurrying.  
2. I won’t open for you, I’m angry with you, you tore a rose blossom from me, I do not find it.  
3. You will find it, you will find it, after a year, you carry a handsome huntsman on your arm.  
4. When the year was over, she carried a little dragoon on her arm in a striped blanket.  
5. My son, my son, what am I to do with you, should I raise you or kill you?  
6. My mother, my mother, don’t do this to me, please raise me and send me to the army.  
7. You will receive praise from His Majesty the Emperor for raising a handsome uhlan.  
8. You will receive praise from the prince himself for raising a handsome huntsman.  
7./2 You will be praised by the prince himself for raising a handsome huntsman.  
8./2 You will be praised by the princess herself for raising a boy for loving.  
9./2 You will be praised by His Majesty the Emperor for raising a handsome uhlan.  
10./2 Uhlans, uhlans, you have beautiful horses, I will join you too, which one will you give me?  

dragoon = member of mounted infantry;  
striped (from German);  
umordovat (from German) = to kill;  
uhlan (from Polish + Turkish) = member of light cavalry;  
huntsman = member of a special kind of infantry"
HPra_513,BALADY,"1. A farmer is going to the mill, hup-hup, with four black horses, hup-hup. A farmer is going to the mill with four black horses.  
[chorus] Hup-hup, every girl likes to shake, hup-hup, every girl gives, gives (doesn't give), gives (doesn't give), every girl gives, and tra-ra-ra ram-ta-ra-da ram-ta-ra-ta-ta tra-ra-ra tram-ta-ra-ta-ta.  

2. When they arrived at the mill, they asked about the miller.  
3. And you, dear miller, where will the ox be put?  
4. Put it in the mill close to Mařenka's bed.  
5. And when it was midnight, Honza jumped out of the sack.  
6. And when it was morning, Honza eloped with Marjánka.  
7. And when a week had passed, Manča cried every day.  
8. And when a month had passed, Manča cried even more.  
9. And when a year had passed, she carried the boy in her arms.  
10. And when six years had passed, the ox was taken to school.  
11. And when twenty years had passed, the ox carried a bayonet."
HPra_515,BALADY,"1. Who is walking in the cemetery, treading the grass on my grave, stepping on the green grass, crushing the cold dew?  
2. It is I, the spiritual father, who serves the divine services. Since you are the spiritual father, tell my young lady  
3. to sew me a new shroud, a new shroud, just and fair, which is not spun on Saturday, nor rolled on Sunday before Mass,  
4. for in it I cannot decay nor find peace in the earth. The lady immediately took the keys and opened all the chests.  
5. Who is walking in the cemetery, treading the grass on my grave, stepping on the green grass, crushing the cold dew?  
6. It is I, your young lady, carrying you the new shroud, which is not spun on Saturday, nor rolled on Sunday before Mass.  
7. Since you are my young lady, come here into my pit. As she entered the pit, it closed behind her.  
8. Two doves flew out, flew to the bell tower. They mournfully cooed as if ringing a bell.  
9. When the children heard this, they immediately ran to the cemetery: Our mother, dear mother, to whom have you entrusted us?  
10. To whom, my children, to no one but the Lord God Himself. [...]  
11. And you others, who are rude, listen to one another. And may the youngest boy be provided for by the Lord God Himself!"
HPra_516,BALADY,"1. On the shore lay a little white shirt, surely you didn’t go swimming since it was Sunday? 2. I didn’t go swimming, I was fording horses and my little horse threw me into the water."
HPra_517,BALADY,"1. On the little hill, there on the dam, live two blacksmiths, on the little hill, there on the dam, live two blacksmiths.  
2. One of them has a beautiful daughter, named Filomena.  
3. Filomena, a beautiful maiden, is not easily deceived.  
4. There was a Tatar king, he was a consummate deceiver.  
5. He deceived seventy maidens, but he could not deceive Filomena.  
6. He had an old woman with him, who gave him advice.  
7. Old woman, old woman, give me advice on how I might deceive Filomena.  
8. Have a laced bodice and skirts made in the Moravian style.  
9. Knock on the little window: Open for me, Filomena!  
10. Who is knocking on my gate, disturbing my silver and gold?  
11. I am a maiden from Moravia, carrying spices to Prague.  
12. Filomena, prepare the dinner so that the maiden may eat.  
13. Filomena, go and make the bed, the maiden will sleep with you.  
14. I will not sleep with that maiden, she has a man's appearance.  
15. I have never seen a maiden with a beard.  
16. I am a maiden from Moravia, and there maidens have beards.  
17. When it was about midnight, the maiden turned to the other maiden.  
18. Early the next morning, a note was written on the door:  
19. Filomena, a beautiful maiden, was deceived during the night.  
20. All the maidens in their wreaths, Filomena in her headscarf.  
21. All the maidens go for water, Filomena goes into labor.  
22. All the maidens chop wood, Filomena celebrates the christening."
HPra_519,BALADY,"1. The child was orphaned, the child was orphaned at a year and a half, at a year and a half.  
2. When it began to understand, it asked about its mother.  
3. Oh father, dear father, where did you put mother?  
4. Your mother sleeps soundly not far from the door.  
5. When the child heard this, it ran to the cemetery.  
6. It dug with a pin, scratched with its little finger.  
7. When it had dug through, it wept sadly:  
8. Oh mother, dear mother, say a word.  
9. Oh child, go home, you have another mother there.  
10. She is not like the one you had.  
11. When she cuts bread, she throws a knife at me.  
12. When you cut it, you spread butter.  
13. When she combs my little head, blood flows like a stream.  
14. When you combed it, you caressed it.  
15. When she washes my little feet, she hits me into the basin.  
16. When you washed me, you always kissed me.  
17. When she washes my shirt, she almost curses me.  
18. When you washed it, you used to sing.  
19. Go, child, go home, I will come for you.  
20. The child came home, laid down its head:  
21. Oh father, dear father, prepare the little coffin.  
22. Mother is coming to me, she will take me.  
23. The first day it was sick, the first day it was sick, the second day it died, the third day it had a funeral."
HPra_522,BALADY,"1. My lady, you have a beautiful daughter, but if she is not at home, that is bad, but if she is not at home, there.  
2. If you had her at home, handsome boys would come to you.  
3. Our daughter is nowhere at home, she is weeding wheat with darnel.  
4. When she weeded two measures of wheat, she saw three squadrons of hussars.  
5. I warmly welcome you, gentlemen hussars, have you seen my delight?  
6. We have seen him, but not alive, his body lies in the middle of the sea."
HPra_523,BALADY,"1. Madam, where is your daughter? I came to visit her. Three years have passed, we have not seen each other, I came to comfort her.  
2. Our daughter lies in the cemetery, there is her little bed. Surely you did not think, my dear Pepíček, that she would be your wife?  
3. Show me the way to the cemetery, I want to look at her; if there is still a blue-eyed girl there, I will call to her.  
4. I took the first step to the cemetery, I saw a new grave there, three red roses gave me the sign that there lies my heart.  
5. Rise, my dear, from the deep grave, speak a word to me. If I could speak, I could walk too; my little heart is withered.  
6. Sleep sweetly here, my dearest, I am now leaving from here, my hair is gray and all fallen; I will never see you again."
HPra_524,BALADY,"1. The shepherd is grazing sheep on the green meadow, hablum pablum hábilitum dytum tytum pábilitum, on the green meadow.  
2. A butcher came to him, accompanied by a spotted dog.  
3. Shepherd, shepherd, sell four sheep!  
4. The shepherd sold the sheep, lost the money with him.  
5. The shepherd is driven home, the master will take care of it.  
6. Shepherd, shepherd, where are the four sheep?  
7. Four wolves came, each stole a sheep from the shepherd.  
8. You had a stick, why didn’t you fight them? You had a dog, why didn’t you set it on them?  
9. I forgot about the dog, I didn’t remember the stick.  
10. Up by Kobylisy, there the shepherd is already hanging."
HPra_530,BALADY,"1. I served in the yard, in the yard, and that in the town of Tábor, Tábor, and that in the town of Tábor.  
2. I courted a maiden, blue-eyed Mařenka.  
3. There was a military draft announced by the Emperor, by the lord.  
4. I fought for seven years, leaving my beloved at home.  
5. I am riding home on a horse, my saber jingling.  
6. Mother came out on the doorstep. Give lodging to the soldier!  
7. I did not dismount from the horse; I waited for Mařenka.  
8. However, Mařenka did not come out; the younger sister came out.  
9. Where is my Mařenka, that she does not welcome me home?  
10. Your Mařenka sleeps in the grave; no one will wake her anymore.  
11. I immediately turned the horse around and returned to the cemetery.  
12. Who is walking around the grave? I am, Mařenka, coming to you.  
13. I did not find you at home; I went to the cemetery to you.  
14. Return, my dear, return back; you have the world full of girls.  
15. Choose one among them, your one true wife.  
16. I do not want another maiden if I do not have my Mařenka.  
17. The bell rang in the tower; the beloved belongs to the dear.  
18. The horse broke into a run, galloping into the village.  
19. People run to the cemetery; the soldier embraces the grave there.  
[The singer learned the song in Galicia and also knows how to sing it in a distorted Polish.]"
HPra_531,BALADY,"1. My mother took care of me, just like my little bed is. My bed made ready, prepared for my body, prepared for my body.  
2. In the Libeň cemetery, there will be my bed, my bed close to the door, where it is already soft to lie.  
3. When they laid me in the grave, the musicians played sadly. If they played for a hundred hours, I would not wake up anymore."
HPra_534,BALADY,"1. Water flows, it flows from the stream to the river, said the little dragoon to the blue-eyed girl.  
2. Oh mother, my mother, give me advice, I have promised myself to the dragoon, I am going with him now.  
3. Oh daughter, my daughter, leave the dragoon, the dragoons will leave tomorrow, you will remain alone.  
4. Oh mother, my mother, that advice is hard, I already have my clothes packed, I will go with the dragoons.  
5. When a year had passed, the daughter came to her mother, carrying a little dragoon in a striped blanket.  
6. Oh mother, my mother, help me provide for him, the little dragoon will go for water for you.  
7. Oh daughter, my daughter, your advice is hard, you did not want to listen, so support him yourself.  
8. Oh father, my father, help me provide for him, the little dragoon will call you grandpa.  
9. Oh daughter, my daughter, your advice is hard, you did not want to listen, so support him yourself.  
10. I am as abandoned as that pear tree in the field, when its leaves fall off, how sadly it stands.  

Note: dragoon = a member of mounted infantry; štráfový (from German) = striped."
HPra_536,BALADY,"1. In the black forest in a clearing, in the black forest in a clearing, my dear is cutting grass there, my dear is cutting grass there.  
2. She saw a young man there, a green huntsman.  
3. Who told you to cut the grass? Now you must perish here!  
4. Rather than perish here, I would call my brother.  
5. She called only once, her brother heard under the gamekeeper’s enclosure.  
6. It’s bad, it’s bad, it’s bad for us, dear sister is calling in the grove.  
7. When they ran to the clearing, they caught sight of the huntsman.  
8. What have you been doing, huntsman, that you have a gun stained with blood?  
9. I shot a dove in the bailiff’s little window.  
10. She hooted day and night, she wouldn’t let me, a sad one, sleep.  
11. That was not a dove, that was our sister,  
12. who used to go to the forest to cut the grass.  
13. Four lords judge who killed the girl in the grove.  
14. They carry the sister on a stretcher and the huntsman in chains.  
15. They buried the sister in the grave and hanged the huntsman.  

šafář = the manager responsible for the farm staff on an agricultural estate"
HPra_540,BALADY,"1. It was a beautiful summer day and around the roses bloomed, I often remember the youth of my age.  
2. Above me, clouds like white swans majestically spread their white wings.  
3. Fly away, clouds, fly to those mountains, greet my beloved and our homeland.  
4. I like girls, I like boys even more, and my beloved, I like him the most.  
5. What is it, my beloved, what have you done, that you let yourself be taken to the army so young?  
6. I did it for my Boženka, because she did not come for me when they played volleyball.  
7. I did it for my parents, because they had a hardened heart towards me.  
8. The corporal says to them: Fall in line, aim your rifles, the enemy is here."
HPra_542,BALADY,"1. Early in the morning the maiden got up, tied the knot of her dress. I will go, mother, to the lake, there I will wash my little dress.  
2. Don’t go, don’t go, to the lake, stay at home, my daughter, I had a bad dream last night, don’t go, little daughter, to the water outside.  
3. My daughter has no rest, the lake drives her, the lake only compels her, everything at home, everything she does with reluctance.  
4. She dipped the first scarf, the footbridge broke under her, and the depths stirred after the young girl.  
5. The waves surged from below, spread out in wide circles, and on the poplar by the rocks the green little man clapped."
HPra_544,BALADY,"1. Good evening, my Andulka, what are you doing, my darling? I have come to visit you, to wish you happiness and health, to wish you happiness and health.  
2. What happiness do you wish me for my whole life? If you leave me, may the Lord God repay you.  
3. I have to leave you, our parents forbid us, because you are a poor girl, you have no thousands.  
4. You knew well that I have no thousands, you didn’t have to come to me and sadden my heart.  
5. You knew well that I am a poor girl, you didn’t have to come to me under the window into the yard.  
6. For three years and several months you have been coming to me, you knew well that I have no thousands.  
7. I forgive you the months, but not the years, my little heart aches deeply when I remember everything.  
8. It’s all in vain, my Mařenka, we must say goodbye, we must forget about our old love.  
9. And when it was nine o’clock, they brought them to the altar, they rang the funeral bell for him, the dearest of all.  
10. When it was midnight, at the midnight hour, his former lover came and stood by the bed.  
11. Don’t be afraid, my Jeníček, that I come to you at night, I came to look at your rich wife.  
12. I will visit you by day and also by night until I close your false black eyes.  
13. Wherever he went, he cried, he never had peace, he always saw his Andulka standing by the bed.  
14. He took a revolver on his desk and hurried with it to the river, there he aimed at his chest and shot through his heart.  
15. Three months after the wedding there was grief in the house, they are carrying the young husband who had shot himself."
