item_id,Filename,translation
Pod_215,"Kmeln_ballads_634_Oi z-za hory, hory","1. Oh, from beyond the mountain, the wild wind is blowing,  
Oh, there a poor widow is sowing wheat.  

2. Oh, when she had sown,  
She began to drag it,  
As she was dragging it,  
She began to pray to God:  

3. – Oh, grow, God,  
The wheat grain  
For the widow's children  
And for the widow's glory.  

4. And that widow  
Did not make it home,  
As people say,  
That the wheat has sprouted.  

5. And the widow’s daughter  
Did not lie down to sleep,  
As people say,  
That the wheat has ripened."
Pod_216,"Kmeln_ballads_636_Akh, yakby ya mamu mala","1. Oh, if only I had a mother,  
Just like I have a father,  
I would fetch water seven times  
From the quiet Danube.*  
2. I would fetch water seven times,  
And drink the eighth time,  
Oh, if only I had a mother,  
At least to see her.  
3. Oh, if only I had a mother,  
I would do nothing at all,  
Only lead the goose on a leash  
To the water.  
4. Only leading the goose on a leash,  
I grazed it in the garden,  
I grazed it on the little hill in the garden,  
So it would be beautiful."
Pod_217,Kmeln_ballads_638_Oi letila zazulechka,"1. Oh, the little cuckoo was flying  
Over a steep mountain  
And pecked at the wheat,  
Leaving only the chaff.  
2. I do not pity the wheat  
That the bird pecked at.  
But I do pity my mother –  
I buried her in the morning,  
Yes, I do pity my mother –  
I buried her in the morning.  
3. Oh, I will go up that mountain  
And begin to cry:  
“Come out, come out, dear mother,  
To braid my hair.”  
4. Oh, I will go up that mountain  
And look at the garden bed:  
My mother is no longer there,  
And neither is order."
Pod_218,Kmeln_ballads_639_Oi letila zazulyna,"1. Oh, the cuckoo was flying  
Over the steep mountain,  
It ground the wheat grains,  
Leaving only the chaff.  

2. I do not grieve for the wheat,  
Nor do I grieve for the grain,  
I only grieve for my mother,  
Who died so early.  

3. What use is the chaff to me,  
When there is no grain,  
What use is the family to me,  
When there is no mother.  

4. All girls have a mother,  
But I have a father,  
Seven times I went to fetch water  
From the quiet Danube.  

5. Seven times I filled the water,  
The eighth time I drank it,  
Oh, if only I had a mother,  
I would not grieve.  

6. All girls get married,  
Invited to weddings,  
But for my mother's  
Little scythes are mowing.  

7. Oh, I went out to the cemetery  
And began to cry:  
– Oh rise, oh rise, my mother,  
To loosen your braid.  

8. – Don’t cry, my daughter, don’t cry,  
But go back home,  
Oh, you have older brothers,  
They will loosen it."
Pod_219,Kmeln_ballads_640_i Oi letila zozulenka,"1. Oh, the little cuckoo was flying  
Over the steep mountain,  
Pecking at the wheat,  
Leaving only the chaff.  
2. I do not regret the wheat  
That she pecked,  
But I only pity my mother:  
She buried me early.  
3. Oh, I will go out to that mountain  
And start calling out:  
– Get up, get up, dear mother,  
To braid your hair.  
4. – Go, daughter, home,  
And lie down to sleep,  
Strangers will be there  
To braid your hair."
Pod_220,Kmeln_ballads_641_Oi letila zozulenka,"1. Oh, the little cuckoo was flying  
Over a steep mountain,  
Pecked out some wheat grains,  
Left only the chaff.  
2. Why do I need the chaff,  
If there are no grains,  
Why do I need a family,  
If I do not have a mother.  
3. Because mother’s family  
Lives and grows rich,  
On mother’s little grave  
The grass is green.  
4. Oh, I will go to the grave,  
And sincerely lament:  
– Come, come, dear mother,  
To comb my braid.  
5. – Go, daughter, home,  
Cook dinner,  
And I will come after dinner  
To comb your braid.  
6. The daughter came home,  
Cooked dinner,  
But her dear mother  
Did not come.  
7. No dear mother,  
Nor dear father,  
Seven times I carried water  
From the quiet Danube.  
8. Seven times I carried water,  
The eighth time I drank,  
If I had my dear mother,  
I would not be grieving."
Pod_221,"Vinnytsia_ballads_542_Oj z-za hory, z-za hory","1. Oh, from behind the mountain, from behind the mountain  
The shepherd is driving the sheep.  
2. Oh, from behind the mountain, from behind the mountain,  
He is winking at the girls.  
Chorus:  
Shandy, kulandy,  
Shandy, kulatandy,  
Our waiters  
For their team, team.  
3. – And what brought you here,  
A little boat or an oar?  
Chorus.  
4. – A gray horse brought me  
To the girl in peace.  
Chorus."
Pod_222,"Vinnytsia_ballads_542v_Oj z-za hory, z-za hory","1. Oh, from behind the mountain, from behind the mountain  
The shepherd is herding the sheep.  
2. Oh, from behind the mountain, from behind the mountain,  
He is winking at the girls.  
Chorus:  
Shandi, kulandi,  
Shandi, kulatandi,  
Our waiters  
To their team, team.  
3. – And what has brought you,  
A little boat, or a paddle?  
Chorus.  
4. – A gray horse has brought me  
To the girl for peace.  
Chorus."
Pod_224,"Vinnytsia_ballads_544_Ne sijala, ne orala","1. It didn't sow, it didn't plow,  
The rye grows by itself,  
And I didn't ask for it,  
It comes to me by itself... comes to me by itself.*

2. On the other side, by the stream,  
The gypsies were standing,  
Under the white birches  
They were setting up a tent... a tent.

3. – Gypsy girl, fortune-teller,  
Grant my wish,  
Enchant that Cossack  
Who was... who walked with me.

4. The gypsy girl, the fortune-teller  
Granted the wish,  
Cut the dew with her scythe,  
Burned it on the fire.

5. – Walk, walk, little girl,  
As the scythe burns,  
So the heart  
Of that Cossack... that heart falters. Continued 1."
Pod_225,"Vinnytsia_ballads_544v_Ne sijala, ne orala","1. I did not sow, I did not plow,  
The rye grows by itself,  
And I did not ask for it,  
It comes to me on its own.  

2. On the other side, by the stream,  
Gypsies were standing,  
Under the white birches  
They were pitching a tent... a tent.  

3. – Gypsy fortune-teller,  
Grant my wish,  
Enchant that young Cossack,  
Who was with me... who walked with me.  

4. The gypsy fortune-teller  
Granted the wish,  
Cut the dew with a scythe,  
Burned it on the fire.  

5. – Dance, dance, young girl,  
As the scythe burns,  
So that young Cossack's  
Heart... heart stops. Further 1."
Pod_226,"Vinnytsia_ballads_545_Oj ishov ja, jshov ja","1. Oh, I was walking, walking, hey,  
Down this street  
And I met... met  
My own... my own Marusya.  
2. Oh, when I met her, hey,  
We kissed:  
– Be well, my dear,  
My... my dark-browed one.  
3. Be well, my dear, hey,  
My dark-browed one,  
Because I am leaving  
To the blue... to the blue sea.  
4. A Cossack is riding, riding, hey,  
A horse galloping beneath him,  
His Marusya  
Is laughing at the Cossack.  
5. – Don’t laugh, girl, hey,  
Don’t laugh at me,  
Not just one night  
Did I spend... spend with you.  
6. I spent the night with you, hey,  
In the hallway on the doorstep,  
I picked for you  
Two white... two white pies.  
7. And in the first pie, hey,  
Is green rue,  
And in the second pie  
Is heavy... heavy poison.  
8. From the green rue, hey,  
I will find a cure,  
From the heavy poison  
I am lost... lost forever."
Pod_227,"Vinnytsia_ballads_545v_Oj ishov ja, jshov ja","1. Oh, I was walking, walking, hey,  
Down this street  
And I met... I met  
My own... my own Marusya.  
2. Oh, when I met her, hey,  
We kissed:  
– Be well, my dear,  
My... my dark-browed one.  
3. Be well, my dear, hey,  
My dark-browed one,  
For I am leaving  
To the blue... to the blue sea.  
4. The Cossack rides, he rides, hey,  
A little horse trots beneath him,  
His Marusya  
Laughs at the Cossack.  
5. – Don’t laugh, girl, hey,  
Don’t laugh at me,  
Not just one night  
Did I spend... spend with you.  
6. I spent the night with you, hey,  
In the hallway on the doorstep,  
I picked from you  
Two white pies.  
7. And in the first pie, hey,  
Green rue,  
And in the second pie  
A heavy... heavy poison.  
8. From the green rue, hey,  
I will find a cure,  
From the heavy poison  
(I) am lost... lost forever."
Pod_228,Vinnytsia_ballads_546_U poli hora,"1. There is a mountain in the field...  
– Come, come,  
Young Cossack,  
Come visit me.  
2. Come visit me...  
We will drink, we will drink  
A glass of tea,  
And a second one – of wine.  
3. And a second one – of wine...  
– Drink, drink,  
Young girl,  
You were alone before.  
4. You were alone before...  
So that you would not  
Cast spells on me,  
A young lad.  
5. You did not cast spells,  
Did not enchant me...  
So that you would not lead me,  
A young lad,  
To the grave.  
6. On Friday I was walking...  
And on Saturday  
Early in the morning  
I gave my soul to God.  
7. I gave my soul to God...  
And on Sunday  
Early in the morning  
All the bells ring.  
8. All the bells ring...  
For the young one,  
Oh, the young Cossack  
Is carried to the grave.  
9. Carried to the grave,  
The horse is led...  
A black horse  
Bows its head,  
The girl breaks her hands.  
10. She did not break her hands...  
Did not break them,  
Oh, those white hands  
From the little finger.  
11. From the little finger...  
– The world will end,  
Oh, and I will not find  
My dear handsome one."
Pod_229,"Vinnytsia_ballads_547_Oj ty, Hrytsju, Hrytsju","1. Oh, Hrytsia, Hrytsia,  
You are a Don Cossack,  
Hey, behind you, Hrytsia,  
All of Ukraine is crying.  
2. Ukraine is not like that,  
Like that girl,  
Hey, the one who faithfully  
Loved Hrytsia.  
3. She loved, she adored,  
And also enchanted him,  
Hey, she gave him charms  
That she herself knew.  
4. She gave him a fish  
And also a piece of bread:  
– Hey, eat, Cossack,  
This supper quickly.  
5. Eat, eat,  
Go home,  
Hey, if you have no wife,  
Then lie down with me.  
6. – Oh, I do have a wife  
And also two children,  
Hey, two children,  
Both dark-haired.  
7. Oh, I do have a wife  
And also two children,  
Hey, my heart breaks  
In two halves.  
8. – Oh now, Hrytsia,  
You have become a fool,  
Hey, for admitting to a stranger  
That you have a wife.  
9. You admitted to a wife,  
You admitted to children,  
Hey, now you, Cossack,  
Are a fool forever."
Pod_230,"Vinnytsia_ballads_547v_Oj ty, Hrytsju, Hrytsju","1. Oh, Hrytso, Hrytso,  
You are a Don Cossack,  
Hey, behind you, Hrytso,  
All of Ukraine is crying.  
2. Ukraine is not like that,  
Like that girl,  
Hey, who truly loved  
Hrytso faithfully.  
3. She loved, she adored  
And even enchanted him,  
Hey, she gave him charms  
That she herself knew.  
4. She gave him a fish  
And also a slice of bread:  
– Hey, have dinner, Cossack,  
This dinner quickly.  
5. Have dinner, have dinner,  
Go home,  
Hey, if you have no wife,  
Then lie down with me.  
6. – Oh, I do have a wife  
And also two children,  
Hey, two children,  
Both dark-haired.  
7. Oh, I have a wife  
And also two children,  
Hey, my heart breaks  
In two halves.  
8. – Oh now you, Hrytso,  
Are left a fool,  
Hey, for admitting to a wife  
While abroad.  
9. Admitted to a wife,  
Admitted to children,  
Hey, now you, Cossack,  
Are a fool forever."
Pod_231,Vinnytsia_ballads_548_Oj letila zozulen'ka,"1. Oh, the little cuckoo was flying  
Over the garden, cooing,  
The young Cossack was crying, crying,  
Going away from the girl.  
2. When he came home,  
He leaned on the bed,  
And with his right hand  
Clutched his heart.  
3. His mother came out of the room  
And began to ask:  
– Do you need, my son, do you need, young man,  
To send for doctors?  
4. – No, mother, no, mother,  
To send for doctors,  
The girl gave me spells,  
I must die.  
5. No fortune-teller’s hand will help me, mother,  
But a fathom of earth will help,  
A spade and a shovel.  
6. – I told you, son,  
Do not go to Yavdoshka,  
For you will earn a fathom of earth  
And four boards as well.  
7. I told you, son,  
Do not go to Melanka,  
For Melanka has black eyes,  
Eyebrows like a gypsy’s.  
8. I told you, son,  
Go to Tetiana,  
For Tetiana has black eyebrows,  
A painted face."
Pod_232,Vinnytsia_ballads_549_Oj chyye to pole,"1. Oh, whose field is that,  
Wide and long?  
Could it be that young Cossack,  
The one with dark eyebrows?*

2. Oh, whose oxen  
Were walking on the hill,  
Could it be that young Cossack,  
Whom we both loved?

3. One loved him,  
Another adored him,  
And the third, dark-haired,  
Prepared enchantments.

4. She prepared enchantments –  
A black quail,  
Placed it before the Cossack  
On a white plate.

5. The Cossack ate the wings  
And then the ribs,  
His head began to ache,  
Burning near his heart.

6. Spread, mother, a white sheet  
And a white towel as well,  
Send a message to Marusya,  
For Marusya is his heart.

7. Marusya comes,  
Stands at the threshold,  
Marusya’s small tears  
Were falling like rain.

8. – Neither I enchanted you  
Nor did my mother,  
It was the girl  
From the third house who did.

Variant text:  
3. I alone loved him,  
Another liked him,  
And the third, dark-haired,  
Brewed spells.

4. Oh, she brewed spells –  
A black quail,  
Placed it before the Cossack  
On a white plate.

5. But the Cossack ate the wings,  
And ate the ribs too,  
His head began to ache,  
Burning near his heart.

6. – Oh dear girl,  
What have you brewed,  
That for me, a young man,  
Even the evening is not pleasant?"
Pod_233,Vinnytsia_ballads_549v_Oj chyye to pole,"1. Oh, whose field is that,  
So wide and long?  
Is it not that young Cossack,  
Who has black eyebrows?*  

2. Oh, whose oxen  
Were walking on the hill,  
Is it not that young Cossack,  
Whom we all loved?  

3. One loved him,  
Another adored him,  
And the third, the dark-haired one,  
Was preparing magic.  

4. She was preparing magic –  
A black quail,  
Placed it before the Cossack  
On a white plate.  

5. The Cossack ate the wings,  
And then ate the ribs,  
His little head ached,  
There was burning near his heart.  

6. Spread a white sheet, mother,  
And a white towel as well,  
Send word to Marusya,  
Because Marusya is dear to the heart.  

7. Marusya comes,  
Stands at the doorstep,  
Marusya’s small tears  
Were flowing.  

8. – I did not bewitch you,  
Nor did my mother,  
It was the girl  
From the third hut who cast the spell.  

Variant text:  
3. I alone loved him,  
And another loved him,  
And the third, the dark-haired one,  
Brewed magic.  

4. Oh, she brewed magic –  
A black quail,  
She placed it before the Cossack  
On a white plate.  

5. But the Cossack ate the wings,  
And also ate the ribs,  
His little head ached,  
There was burning near his heart.  

6. – Oh, dear girl,  
What have you brewed,  
That for me, a young man,  
Dinner is no longer sweet?"
Pod_234,Vinnytsia_ballads_550_Oj u sadu vyshnja,"1. Oh, in the garden, a cherry tree  
Sprouted from the root,  
Do not grieve, young maiden,  
That I have not married.  

2. – Sell, mother, the horse,  
The black horse,  
And marry me off, mother,  
To a young lad.  

3. – It’s a pity, a pity, son,  
To sell the livestock,  
The black horse, itself young,  
You will go to the soldiers.  

4. Oh, in the field, the rye  
Was trampled by hooves,  
Under the white birch tree  
A young Cossack was killed.  

5. He was killed, was killed,  
Dragged into the rye,  
With a red silk handkerchief  
His little face covered.  

6. Oh, a girl came  
With brown eyes,  
She lifted the handkerchief,  
And began to cry out.  

7. Then another came,  
But she was not the same,  
Oh, she lifted the handkerchief  
And kissed him.  

8. Then the third came  
From a new house:  
– It was your fate, enemy’s son,  
Not to love the three of us.  

9. Not to love the three of us,  
Not to cherish the three of us,  
Now, enemy’s son,  
You will rot in the damp earth."
Pod_235,Vinnytsia_ballads_551_Oj na hori jachmin',"1. Oh, on the hill, barley,  
And in the valley, rye,  
Under the white birch tree  
Lies a slain Cossack.*  
2. Oh, killed, slain,  
Laid down in the rye,  
With black silk fabric  
His little hands are covered.  
3. When a girl came  
With black eyes,  
She lifted the silk  
And began to cry.  
4. When another came,  
And she was not the same,  
She lifted the silk  
And kissed him.  
5. When a third came  
From a new house:  
– It was destined for you, enemy’s son,  
Not to love the three of us.  
6. Whoever loves three,  
That one has no happiness, –  
Under the white birch tree  
Vainly perishes.  
7. But whoever loves only one,  
Goes to church and marries."
Pod_236,Vinnytsia_ballads_552_Oj u poli kyrnychen'ka,"1. Oh, in the field there is a little pitcher,  
Hey, there is cold water.  
2. There a girl was drawing water,  
Hey, she was talking to a Cossack:  
3. – Oh, Cossack, little Cossack,  
Hey, propose to me, young one!  
4. – Oh, how can I take you,  
Hey, if your brother is rich?  
5. Enchant your brother, girl,  
Hey, and you will have your beloved.  
6. – If I knew what kind of magic,  
Hey, I would enchant him.  
7. – Run, girl, to the cherry orchard,  
Hey, oh, there lies a green snake.  
8. Put your pitcher under, girl,  
Hey, under the snake’s head.  
9. The sun burns the snake,  
Hey, and from the snake’s mouth drips venom.  
10. And your brother is still on the road,  
Hey, and the magic is at his doorstep.  
11. And your brother is cutting flowers,  
Hey, and the magic is already on the table for him.  
12. Brother to sister with a flower,  
Hey, sister to him with a shot glass:  
13. – Oh, here, brother, is some of this beer,  
Hey, that I drank myself.  
14. And when brother drank the beer,  
Hey, he rolled off on the horse.  
15. On the black horse,  
Hey, on the golden saddle.  
16. – Sell, sister, my horse,  
Hey, save me, young one!  
17. Sell the horse and the saddle,  
Hey, save me, my heart!  
18. – I did not enchant you  
Hey, for me to save you!  
19. Oh, in the field there is a little pitcher,  
Hey, there is cold water.  
20. There a girl was drawing water,  
Hey, she was talking to a Cossack:  
21. – Oh, Cossack, little Cossack,  
Hey, propose to me, young one!  
22. – Oh, how can I take you,  
Hey, if you know how to enchant?  
23. You enchanted your brother,  
Hey, and you will enchant your beloved, too!  
24. There is no brother, no Cossack,  
Hey, the girl went after a beggar.  
25. The beggar walks, asks for bread,  
Hey, and the girl carries the bags.  
26. Whatever comes out – all into the bag,  
Hey, he turns around – the girl gets punched.  
27. Whatever comes out is a bowl of borscht,  
Hey, for the girl all over her face!"
Pod_237,Vinnytsia_ballads_552v_Oj u poli kyrnychen'ka,"1. Oh, in the field there is a little jar,  
Hey, there is cold water.  
2. There a girl was fetching water,  
Hey, she was talking to a Cossack:  
3. – Oh, Cossack, my dear Cossack,  
Hey, propose to me, young and fresh!  
4. – Oh, how can I take you,  
Hey, if you have a rich brother?  
5. Enchant your brother, girl,  
Hey, and you will have your beloved.  
6. – If I knew what kind of magic it was,  
Hey, I would enchant him.  
7. – Run, girl, to the cherry orchard,  
Hey, oh, there lies a green snake.  
8. Put out, girl, a bowl,  
Hey, under the snake’s head.  
9. The sun burns the snake,  
Hey, and the snake’s mouth is dripping.  
10. And the brother is still on the road,  
Hey, and the magic is at his doorstep.  
11. And the brother is still cutting flowers,  
Hey, and the magic is already on the table for him.  
12. The brother to the sister with a flower,  
Hey, the sister to him with a cup:  
13. – Oh, brother, here is some beer,  
Hey, that I drank myself.  
14. And the brother drank the beer,  
Hey, rolled off on the horse.  
15. On the black horse,  
Hey, on the golden saddle.  
16. – Sell, sister, my horse,  
Hey, save me, young one!  
17. Sell the horse and the saddle,  
Hey, save me, my heart!  
18. – I didn’t enchant you  
Hey, to save you!  
19. Oh, in the field there is a little jar,  
Hey, there is cold water.  
20. There a girl was fetching water,  
Hey, she was talking to a Cossack:  
21. – Oh, Cossack, my dear Cossack,  
Hey, propose to me, young and fresh!  
22. – Oh, how can I take you,  
Hey, if you know how to enchant?  
23. You enchanted your brother,  
Hey, and now you are enchanting your beloved!  
24. There is no brother, no Cossack,  
Hey, the girl went for a beggar.  
25. The beggar walks, asking for bread,  
Hey, and the girl carries bags.  
26. Whatever comes out goes into the bag,  
Hey, turns around, — the girl gets slapped in the face.  
27. Whatever comes out is a bowl of borscht,  
Hey, that fills the girl’s whole face!"
Pod_242,Vinnytsia_ballads_556_Teche richka nevelychka,"1. A small river flows  
From ford to ford,  
Hey, hey, vo-ha-ha,  
From ford to ford*.  
2. A foolish girl, an unwise one,  
Who follows a recruit.  
3. A foolish girl, an unwise one,  
Has no sense,  
4. Awaits the young little recruit  
In reception.  
5. – Oh, I will go out beyond the gate,  
I will shake the thornbush,  
6. To whom, comrade,  
Should I leave this girl?  
7. – Oh, to me, comrade,  
To me, to me,  
8. I will take care  
Even better of you.  
9. – Oh, take care, comrade,  
Of a good girl,  
10. When I return from the soldiers, –  
We will drink some vodka.  
11. Oh, I came from the soldiers  
To a new house,  
12. There sits a little child –  
Learning to crawl.  
13. – May a bad hour  
Take care of you,  
14. That already my girl  
Has a little child.  
15. – Not big, comrade,  
Not a great sorrow,  
16. When the little child grows up,  
It will be a help!"
Pod_244,Vinnytsia_ballads_556v1_Teche richka nevelychka,"1. A small river flows  
From ford to ford,  
Hey, hey, vo-ha-ha,  
From ford to ford*.  
2. A foolish girl, unwise,  
Who follows a recruit.  
3. A foolish girl, unwise,  
Has no sense,  
4. She waits to receive  
A young recruit.  
5. – Oh, I will go out beyond the gates,  
I will rock the thorn bush,  
6. Who, my friend,  
Shall I leave this girl to?  
7. – Oh, to me, my friend,  
To me, to me,  
8. I will take care  
Even better of you.  
9. – Oh, take care, my friend,  
Of a good girl,  
10. When I return from the soldiers, –  
We will drink vodka.  
11. Oh, I came from the soldiers  
To a new house,  
12. A tiny child sits –  
Learning to crawl.  
13. – May a bad hour watch over you,  
14. That my girl already  
Has a small child.  
15. – It’s not big, my friend,  
Not a big sorrow,  
16. When the little child grows up,  
It will be a help!"
Pod_245,"Vinnytsia_ballads_557_Bula v poli, narobylas'","1. I was out in the field, working hard,  
Coming home with a hoe,  
I enter the tavern,  
My beloved is drinking with my godmother.  
2. – Come on, woman, have a shot  
And then go home,  
And cook dinner,  
I will come with the godmother.  
3. Not early, not late,  
The moon has not yet risen,  
But already my beloved with the godmother  
Is coming home.  
4. – Oh, godmother, my dear,  
Prepare food for me,  
I am about to sit down  
To have dinner with your beloved.  
5. – May it never happen, my godmother,  
That I would endure this,  
That I would give you a place to stay  
In my own house.  
6. Sit down, my beloved, dark-browed,  
On the white woolen cloth,  
And you, godmother, sit in the house  
Like a stone on my heart.  
7. – I am sitting, godfather, I am sitting, my love,  
And I will keep sitting,  
And you will come out of the house  
And take the children away."
Pod_246,"Vinnytsia_ballads_557v_Bula v poli, narobylas'","1. I was in the field, working hard,
Returning home with a hoe,
I enter the tavern,
My beloved is drinking with my godmother.*
2. – Come, woman, have a shot,
And then go home,
And cook dinner,
I will come with my godmother.
3. Neither early, nor late,
The moon has not yet risen,
But already my beloved with my godmother
Is coming home.
4. – Oh godmother, dear,
Prepare some food for me,
I am going to have dinner
With your beloved.
5. – May you, my godmother,
Never live to see
That I would give you space
In my own house.
6. Sit down, my beloved, dark-browed,
On the white distaff cover,
And you, godmother, sit inside,
Like a stone on the heart.
7. – I am sitting, godfather, I am sitting, dear,
And I will continue to sit,
But you will come out of the house for me
And even take away the children."
Pod_247,"Vinnytsia_ballads_557v1_Bula v poli, narobylas'","1. She was in the field, worked hard,
Coming home with a hoe,
I enter the tavern,
My beloved is drinking with the godmother.*
2. – Come, woman, have a shot
And then go home,
And cook dinner,
I will come with the godmother.
3. Not early, not late,
The moon has not yet risen,
But already my beloved with the godmother
Is coming home.
4. – Oh godmother, dear one,
Prepare food for me,
I am already going to sit down
To have dinner with your beloved.
5. – May it never happen, my godmother,
That I would expect this,
That I would give you a place
In my own house.
6. Sit down, dear, dark-browed one,
On the white blanket,
And you, godmother, stay in the house,
Like a stone on my heart.
7. – I sit, godfather, I sit, dear,
And I will keep sitting,
But you come out of the house for me
And even take the children."
Pod_248,Vinnytsia_ballads_558_Na horodi chornobel',"1. In the garden, black nightshade,  
In the garden it spreads,  
And my dear Mykhailo  
Is getting married in a foreign land.  
2. Harness the horse, brothers,  
The black horse,  
And we will go to that village,  
To my beloved.  
3. We arrived in the village,  
But it was not cheerful,  
We entered the yard—  
At my beloved’s wedding.  
4. And that girl Tetyana  
Leaned on the table,  
Leaned on the table,  
Sorrowfully distressed.  
5. – Oh, wife Tetyana,  
Pour some honey vodka,  
Pour some honey vodka,  
Treat my wife."
Pod_249,Vinnytsia_ballads_559_A v horodi chornomyn,"1. And in the black poplar tree of the town  
It bowed down low,  
In someone else's village  
With the second wife  
My beloved got married.*  
2. – Harness the horse, brother,  
The gray-maned horse,  
And let's go  
To a foreign village  
To visit my beloved.  
3. When we arrived in the village,  
It was not cheerful there,  
When we came  
To the yard,  
My beloved had a wedding.  
4. And when we entered the house,  
We didn’t know what to say, –  
Whether to greet,  
Or to ask questions,  
Or to turn back.  
5. And the girl Tetyana  
Stood on the threshold,  
Leaning slightly  
On the doorway,  
Saddened deeply.  
6. – Man Mykhailo,  
Who has come to us:  
Oh, is it a stranger,  
Oh, is it family,  
Or is it your first wife?  
7. – Oh, girl Tetyana,  
This has come to us:  
It is neither a stranger,  
Nor family,  
It is my first wife.  
8. – Man Mykhailo,  
What a deceiver you are,  
And you swore  
And pledged,  
That you were not yet married.  
9. – Oh, girl Tetyana,  
That will not be bad, –  
Comb your braid,  
Braid the ribbon,  
Go as you used to go."
Pod_250,Vinnytsia_ballads_559v_A v horodi chornomyn,"1. And in the blackthorn tree in the town  
It bent low,  
In a foreign village  
With the second wife  
My beloved got married.  
2. – Harness the horse, brother,  
A gray-maned horse,  
And let's go  
To a foreign village  
To visit my beloved.  
3. When we arrived in the village,  
It was gloomy there,  
When we arrived  
At the courtyard,  
My beloved was having a wedding.  
4. And when we entered the house,  
We didn't know what to say –  
Whether to greet,  
Or to ask questions,  
Or to turn back.  
5. And the girl Tetyana  
Was standing on the doorstep,  
Leaned on the doorframe,  
And was deeply saddened.  
6. – Man Mykhailo,  
Who has come to us:  
Oh, is it a stranger,  
Oh, is it family,  
Or is it your first wife?  
7. – Oh girl Tetyana,  
It is who has come to us:  
Neither a stranger,  
Nor family,  
It is my first wife.  
8. – Man Mykhailo,  
What a scoundrel you are,  
You swore  
And even took an oath  
That you had not yet married.  
9. – Oh girl Tetyana,  
It won't be bad, –  
Comb your braid,  
Braid the ribbon,  
Walk as you used to walk."
Pod_252,Vinnytsia_ballads_561_U nashomu seli,"1. In our village  
There happened news:  
Kateryna deceived  
The widow's son.  

2. – Leave the woman, Ivan,  
I will leave the children  
And we will go to Ukraine,  
There we will live.  

3. – I am afraid, Kateryna,  
That they might catch us,  
And that our white hands  
Will be tied back.  

4. – Don’t be afraid, Kateryna,  
No one can catch us,  
I even sent my husband  
To the field to plow.  

5. Semen is plowing, plowing  
With the old grandfather,  
Kateryna looks out  
With an early lunch.  

6. Semen is plowing, plowing,  
Looking at the road,  
All the women bring lunch,  
But mine does not.  

7. Semen finished plowing  
The green forest,  
Unharnesses the gray oxen  
And goes home.  

8. When he came home,  
To the new house,  
He asks the dear children:  
– Where is our mother?  

9. – Our mother went  
To the forest for viburnum,  
And as she left, she said  
That she would leave you.  

10. Our mother went  
To the forest for calves,  
And as she left, she said:  
– My little orphans.  

11. Semen looked  
Into the new chest:  
No scarves, no skirt,  
No mistress.  

12. When Semen struck  
The floor with his hands:  
– My dear children,  
I am lost with you.  

13. Strike, frosts,  
On the dry vines,  
Freeze Kateryna  
For the orphans’ tears."
Pod_253,Vinnytsia_ballads_561v_U nashomu seli,"1. In our village  
There was news:  
Katerina deceived  
the widow’s son.*  

2. – Leave your wife, Ivan,  
I will leave the children,  
And we will go to Ukraine,  
There we will live.  

3. – I am afraid, Katerina,  
That they will catch us,  
And that the white hands of ours  
Will be tied back.  

4. – Don’t be afraid, Katerina,**  
No one can catch us,  
I even sent my husband  
To plow the field.  

5. Semen is plowing, plowing  
With the old grandfather,  
Katerina looks out  
With an early lunch.  

6. Semen is plowing, plowing,  
Watching the road,  
All the women are bringing lunch,  
But mine is not.  

7. Semen finished plowing  
The green forest,  
Unharnesses the gray oxen  
And goes home.  

8. When he came home,  
To the new house,  
He asks his own children:  
– Where is our mother?  

9. – Our mother went  
To the forest for viburnum,  
And as she went, she said,  
That she would leave you.  

10. Our mother went  
To the forest for calves,  
And as she went, she said:  
– My orphans.  

11. Semen looked  
To the new chest:  
No kerchiefs, no skirt,  
No mistress.  

12. When Semen struck  
His hands on his sides:  
– My dear children,  
I am lost along with you.  

13. Strike, frosts,  
On the dry vines,  
Freeze Katerina  
For the orphans’ tears."
