item_id,label,label_nl,song_url,translation
young_birthday_dbnl_50,birthday,verjaardagslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=178377&lan=en,"How brightly the Morning Star shines for us,  
The Orange Sun also shoots from afar,  
Its rays in our eyes,  
Here also the Orange light shines,  
Very glorious in our countenance,  
And sparkles on the arches,  
This announces, tells,  
Joyful things to sing,  
The honor to unfold,  
Of William of Nassau,  
Joyfully meeting one another,  
So we will again here at this place,  
With hand clapping and joyful hooray,  
Often greet Prince William,  
And with voice,  
Give a chorus of praise, may he live long,  
Of Nassau,  
God let us behold You for a long time."
young_birthday_dbnl_51,birthday,verjaardagslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=178378&lan=en,"Prince Willem is having a birthday again,  
Sings joyfully from the heart,  
No harsh March falls sour,  
It is for the Prince of Orange.  
Who can restrain themselves,  
From singing about such a joyful time,  
For our Prince, despite all who hate him?  
Never fear the hatred again.  
His guiltless conscience,  
Never stained with betrayal,  
Never disgraced honor,  
Which serves as his duty.  
With a birth wreath.  
To this prophetic voice.  
Am I deceiving myself?... what eyes  
Does George Frederik raise!  
Is his soul moved?  
Then does his joy rise to the top?"
young_birthday_dbnl_52,birthday,verjaardagslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=178380&lan=en,"Prince Willem Frederik celebrates,  
His eleventh birthday today,  
It is joy in the cities of the Netherlands,  
The orange banner waves,  
The country's heir prince highly celebrates,  
Gives everyone desire and courage,  
How your years already climb, twice.  
Prince, from the Orange blood!  
Therein even the grayness, twice.  
That fits well in the throne."
young_birthday_dbnl_53,birthday,verjaardagslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=178385&lan=en,"Who would not with a joyful spirit,  
Now sing all around,  
At William Frederick's celebration of joy,  
The day of his birth.  
For the benefit of Church and State,  
That wisdom, power, unite:  
O Netherlands' reliance."
young_birthday_dbnl_54,birthday,verjaardagslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=178386&lan=en,"Rejoice Batavians;  
Rejoice in heart and spirit,  
Weave laurels again,  
On the birth celebration,  
Of Nassau's eldest son,  
Raise a thankful tone again.  
Viva Huzza,  
Viva the young Fredrik, Huzza.  
But in distress,  
God's divine decree  
Granted another Orange offspring.  
Viva Huzza,  
Viva the House of Orange, Huzza."
young_birthday_dbnl_55,birthday,verjaardagslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=178387&lan=en,"If we could be silent now,  
Now our Hereditary Prince celebrates?  
Who would expect that from us,  
Dutchmen? right by nature:  
Oranje is on top again,  
It is the Hereditary Prince's day,  
Let us praise with joy again.  
Now this may happen to us.  
How those heroes together,  
Wasted goods and blood for the country."
young_birthday_dbnl_56,birthday,verjaardagslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=178383&lan=en,"Sing freely united groups,  
On this birth celebration:  
Raise again voice and strings,  
Joyful with a happy spirit;  
We must praise our Heritage Prince,  
On his birthday,  
How the Lord above gave him  
To this our Netherlands."
young_birthday_dbnl_57,birthday,verjaardagslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=190507&lan=en,"Save, oh Netherlands, save no effort  
In this pleasant time,  
Show now that you are true Sons  
Of true Freedom:  
Nothing can now stop your Joy,  
While you overcome your Enemy,  
In your wall may now conclude,  
The Netherlands' Help, and Comfort and Friend,"
young_birthday_dbnl_58,birthday,verjaardagslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=190508&lan=en,"This joyous time now gives us blessings to boast of,
And it fills our hearts with true joy,
One can breathe freely and happily again,
While one again sees the masterpiece of virtue;
Since this princess may celebrate her birthday today,
The Netherlands shows that nothing hinders your joy
If now for her fame unity is preserved,
Then fame will spread her virtues everywhere.
And the God of the Netherlands, on whom you placed your hope,
Has, by His power, humbled your enemies,
And (whoever regrets it) fame will always report,
That William and Sophia triumph!
M.J. van Hoogenhuizen."
young_birthday_dbnl_59,birthday,verjaardagslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=190515&lan=en,"Rejoice now, good Dutchmen,  
Wave with joy the Orange banners,  
It is the happy Eighth of March.  
It is Orange's birthday. (repeat)  
Sing then again as before,  
Break the branch and bend the reed.  
Yet do not mourn Orange. (repeat)  
Show that you are now joyful,  
And also good Citizens are. (repeat)"
young_birthday_dbnl_60,birthday,verjaardagslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=120505&lan=en,"Mode: You, who are now with me hunting.

You, who are now my guest, ha! ha!
Know that it suits us all, - ha, ha!
Here, with a modest glass of wine,
In cheerfulness to be together, - ha, ha!

And why is that? Oh, well: a question! - ha, ha!
Well, Pieter/Trijntje is celebrating a birthday today, - ha, ha!
Indeed! Here adds a generous joy
Come! We are then happy with him/her! - ha, ha!

Friendship reaches out to us, gladly tired, - ha, ha!
Generously offers her hands, ha, ha!
It brings us together, those who see its signs,
That we return her homage! - ha, ha!

Come, friends! shout with joyful sound, ha, ha!
The praise of true friendship, - ha, ha!
That it lives in our hearts,
And always shows its strength and influence! - ha, ha!

But also wishes through her happiness, - ha, ha!
Freed from care, worry, and pressure, - ha, ha!
To Pieter/Trijntje who celebrates this day;
For he/she is truly worthy of our respect! - ha, ha!

Happiness, oh friend, many times more, ha, ha!
Appear, with blessing, your anniversary again! ha, ha!
Live well contentedly; always well in peace,
- 
To the benefit and joy of many! ha, ha!

Remain untouched by sickness and pain! - ha, ha!
May prosperity make you happy! - ha, ha!
Even more than this our heart wishes you:
An old age freed from sorrow! ha, ha!

1801."
young_birthday_dbnl_61,birthday,verjaardagslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=122125&lan=en,"How do friends and companions not cheer,  
When gathered at the annual celebration;  
When the old or the young in years,  
Our dear one, happily has a birthday (twice.)  
One cheers, although each birthday  
Brings them ever closer to the grave;  
Thus we remain focused on the present,  
And are disturbed by no future. (twice.)

What would then hinder our cheering tone,  
Now democracy, so worthy to all,  
Again among its laughing children,  
As if it celebrates like a young man? (twice.)

That others fear old age,  
Never does that thought disturb the joy here;  
Our Elder, no matter how old he may be,  
Always retains the powers of youth. (twice.)  
The altar, consecrated to joy,  
Burns here from generation to generation;  
One remains protected from old age,  
As long as one laughs while toiling (twice.)"
young_birthday_dbnl_62,birthday,verjaardagslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=122126&lan=en,"When along a thousand winding roads,  
Or a smooth measured path,  
Beside it a tavern is situated,  
The weary traveler knocks there;  
The innkeeper has barely unlocked his door,  
When it echoes to him, with loud shouting,  
The joyful cheer of travel companions:} twice.  
You are welcome here! You are welcome here!} twice.  
That welcome, brother! rolls out  
From every heart, from every mouth;  
The journey, completed along bumpy roads,  
Leads you to a feast in this moment:  
And would you then forget the Innkeeper,  
Who laughingly let you in,  
On the world’s round, a better knowing,} twice.  
Than Democritus? Than Democritus?} twice.  

If over there the sun was hidden from you,  
Here awaits you the glowing evening red,  
And cheerfully you cast down all your worries  
Into the friends’ lap:  
For whoever sings you the festive song,  
No one voices the jubilation song like  
The cheerful followers} twice.  
Of Democritus! Of Democritus!} twice.  
Come, brothers! Fill the friends’ cup  
With grape-blood, to the brim:  
It counts as a sacred drink for sure;  
Come, all grasp it in your hand!  
May, brother! happiness shine upon you,  
May friendship’s rose adorn your steps,  
And may we often repeat the cry:} twice.  
You are welcome here! You are welcome here!} twice."
young_birthday_dbnl_63,birthday,verjaardagslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=166344&lan=en,"Oh yes, I want to believe it,  
My art deserves complaint,  
And yet, I let myself be heard,  
On your birthday.  
Accept, beloved host!  
My pure greeting of blessing,  
It is that of us all,  
Inspired by a single glow.

I do not predict for you any increase  
Of gold or silver money,  
But may it flow to you abundantly,  
If you desire it!  
I do not spell out titles for you,  
No knighthood's seal,  
Yet it can give you joy,  
May you delight in the pleasure!  
I wish you no permanent  
Lodging here on earth,  
That would be profaning,  
Which I never do.  
But whatever number of years  
May be allotted to you,  
Live them full of joy,  
Free from sorrow and sadness!

Always rejoice in my friendship!  
I value yours highly too,  
So that, where time gnaws,  
It may never succumb!  
And to that we drink,  
The glass filled to the brim!  
And let us reach out to each other,  
Sincerely, the hand of friends!"
young_birthday_dbnl_65,birthday,verjaardagslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=122441&lan=en,"Those born in January, stand up! repeat.  
Those born in January,  
You are welcome at this table of friends!  
Stand up, stand up, stand up!

Those who conclude their year in that month, raise your glass! repeat.  
Those who conclude their year in that month,  
Drink your glass down to the bottom.  
Drink up, drink up, drink up!

The cold month is really harsh, yes, yes! repeat.  
The cold month is really harsh,  
But the little wine also tastes good by the fire.  
Sit down, sit down, sit down!"
young_birthday_dbnl_66,birthday,verjaardagslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=123640&lan=en,"Long live the King, long live the King,  
So sound voice and strings,  
May God grant him joy and prosperity,  
And many tens of years,  
Blessed be no ruler like him.  
That we sing and that we pray. (repeat)  

Hail, hail, you dawn,  
Hail from every home,  
You see no more loyal subjects,  
You find no braver King;  
Than he who may rise for the Netherlands,  
You bring no happier feast day. (repeat)  

Rise up, rise on day of prayer!  
God’s temples are opened,  
There flags and joy flags flutter,  
There the salute shots fire;  
The neighbor hears at border and beach,  
The festive cheers of the Netherlands. (repeat)  

The Belgian also thunders with bursts of regret,  
Our loud cheers in their ears,  
He grants us nothing but fearful screams,  
To their regret they must hear it:  
But we think in our song of joy,  
Not of those ungrateful fools. (repeat)  

It’s a celebration, it’s a celebration, thanks be to God, praise to God,  
We acknowledge heaven’s blessing,  
From city and village, from hut and courtyard,  
Sounds praise and thanks to Him,  
And echoes a song or flows a tear,  
God has heard, God has understood. (repeat)  

You know, oh King! what wish it is,  
That we brought to you stammering,  
No children more devoted than we,  
Than those who watch more faithfully,  
No ruler and people so closely related,  
As Nassau and the Netherlands. (repeat)  

In distress and death, in love and sorrow,  
We are bound to each other,  
The offspring keeps the fathers’ oath,  
Oh King! inviolate,  
Our goods and blood, disposed and determined,  
We give the gold and grasp the steel. (repeat)  

Let far from here the revolt flag  
Be set in the ruins of thrones,  
Give boldly and without penalty the subject,  
His King as master’s laws,  
Who with that plague would approach us,  
Here he will hit a wall of loyalty. (repeat)  

Creep into state interest in town and city,  
Along a thousand crooked paths,  
You King go straight across the sea,  
Against the spring tide with us;  
However black falsehood over there may be,  
How brightly, Netherlands! you shine. (repeat)  

The Father of the country lives, his offspring lives,  
So cheer harp and strings,  
That God may grant them joy and prosperity,  
And many tens of years,  
Unbreakable be our bond of unity,  
That sings and prays the Fatherland. (repeat)"
young_birthday_dbnl_67,birthday,verjaardagslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=192870&lan=en,"Come, boys, now the unfolded flag,  
Raised from your home,  
In honor of the King.  
Again he celebrates his birthday,  
Wanting to bring him your wishes,  
To join you in the chorus,  
Long live, long live, long live the King.  
This day brings joy to all the people again,  
Now that William was given,  
Another year happily to live,  
Everyone sings and is delighted,  
On the King's annual celebration,  
It sounds in every home,  
Long live, long live, long live the King.

Let us together pray for our Sovereign,  
Now from Heaven,  
May he stay long among us,  
So it sounds from moved hearts,  
May God spare him for a long time,  
Grant him many more years,  
Long live, long live, long live the King."
young_birthday_dbnl_68,birthday,verjaardagslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=122815&lan=en,"The king lives! the king lives!  
Thus sound voice and strings,  
May God grant him joy and prosperity!  
For many tens of years;  
Blessed be no ruler like him, repeat.  
That we sing and that we pray. repeat.

Greetings, greetings you dawn,  
Greetings from every home,  
You see no braver subject,  
You find no truer king:  
You lead no happier celebration,  
Than that which rises for the Netherlands.

Rise up, rise up, day of prayer!  
God's temples are opened;  
There wave banners and flags of joy,  
There the honor shots explode!  
The neighbor hears, at border and shore,  
The festive cheers in the Netherlands.

Also the Belgian, glowing with regret, rumbles,  
Our loud cheers in his ears,  
He grants us nothing but fearful cries,  
And must hear our jubilation;  
Yet we think in our song of joy  
Not of those ungrateful fools.

It is a feast, it is a feast! God thanks, God praise!  
We acknowledge Heaven's blessing,  
From city and village, and hut and courtyard,  
Sounds praise and thanks to Him;  
And a song echoes, or a tear flows,  
God has understood it well too.

You know, O Prince, what wish it is  
That we strive to express to You,  
No children more devoted than we,  
No wave of loyalty watches more faithfully,  
No Prince and People so closely related,  
As Nassau is and the Netherlands.

In distress and death, in love and sorrow,  
We are bound to each other;  
The offspring keeps the Fathers' oath,  
O King! intact.  
Our goods, our blood... command, decide,  
We give the gold, and grasp the steel.

Let far from here a rebellion rise  
Set in the shadows of thrones,  
Grant boldly and without punishment the subject,  
His Prince as master of laws;  
Who with that plague would approach us,  
Here he strikes upon a wall of loyalty.

Crawl, state interest, in war and peace,  
Along a thousand crooked roads,  
You, King! you go straight through seas  
Against the spring tide with us;  
However darker falsehood may be there,  
Brighter, Netherlands! you shine.

The country's Father lives, the country's Mother lives!  
So cheer heart and strings,  
May God grant them joy and prosperity  
For many tens of years;  
Unbreakable be our bond of unity:  
That sings and prays the fatherland."
young_birthday_dbnl_69,birthday,verjaardagslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=122462&lan=en,"1. On the day of your birth,  
we follow you with our song! Freely may you stand before us,  
whether it offers thankful joy to you.  

2. What we wish for you in prayer,  
may it be good and trusted by God! He never feels deceived,  
who builds on this Rock.  

3. May blessings be scattered over you from among us,  
richly to the children! That the Lord may protect you on our prayers  
with his angelic guard!  

4. Taste in your heart heavenly peace, and spread happiness around!  
May God fulfill this blessing prayer  
to the end of your life!  

5. Yes, when the earth covers your dust,  
may your spirit continue to bless,  
and may you awaken thanks in us until then,  
even though you live in a happier place!"
young_birthday_txt_0,birthday,verjaardagslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=80730&lan=en,"1. Long shall he live (it can also be she)  
Long shall he live  
Long shall he live in glory  
In glory  2x

2. Blessed shall he die  
Blessed shall he die  
Blessed shall he die in glory  
In glory  2x

3. Heaven shall he inherit  
Heaven shall he inherit  
Heaven shall he inherit in glory  
In glory  2x

4. High shall he sit  
High shall he sit  
High shall he sit in glory  
In glory  2x

5. Mary shall crown him  
Mary shall crown him  
Mary shall crown him in glory  
In glory  2x

6. We all shall be there  
We all shall be there  
We all shall be there in glory  
In glory  2x"
young_children_dbnl_1,children,kinderlied,https://www.liederenbank.nl/liedpresentatie.php?zoek=111808&lan=en,"1.  
Did Cupido strike again?  
Tell me, Beuling, isn’t it dough?  
Or are your little wings clipped,  
Is your little cook pot empty again?  
Or are your arrows without tips,  
Hey, tell me, disconsolate child,  
Or is your Love-sick Mother  
Blowing with Mars in the wind again?  

2.  
Or is your bowstring weak,  
Is the little string broken again?  
I see your torch isn’t burning:  
Oh yes, you are full of sorrow!  
The fire of love has gone out,  
The god of love is completely unsettled,  
Cupido is robbed of his weapon,  
Who does not mourn this hero?  

3.  
But little dwarf, do not cry like that,  
Be brave, my best mate:  
Hey, spare your tears of sorrow,  
Come, come, I still have advice,  
Light your torches from the flame,  
That Phillis has kindled,  
From the fire that came from her little eyes,  
And still smokes in my heart.  

4.  
Do you still lack arrows and bow?  
Borrow them from the light,  
From my goddess’s radiant eye:  
Every glance is an arrow,  
That surely hits, what more do you want!  
Thus, you get into posture,  
The whole world will burn again,  
Through the fire you have stolen."
young_children_dbnl_2,children,kinderlied,https://www.liederenbank.nl/liedpresentatie.php?zoek=111837&lan=en,"1.  
As long as I must lose Amaril,  
So must I die:  
As long as I must lose Amaril,  
So must I go;  
Ah! if only I could gain comfort,  
For my lamenting and misery.  

2.  
What last moved my soul,  
With tears in the eyes,  
What last moved my soul,  
Under heavy pressure;  
You alas! without mercy,  
Give another my happiness,  

3.  
The first thing that made mine dawn,  
Was your glances,  
The first thing that made mine dawn,  
Was your face,  
That with sparkling sparks,  
Has kindled a fire in my heart.  

4.  
Can I then not break your heart,  
By sighing and pleading?  
Can I then not break your heart,  
My little angel,  
Give my hope of love a sign,  
That at the end I shall prevail."
young_children_dbnl_3,children,kinderlied,https://www.liederenbank.nl/liedpresentatie.php?zoek=111842&lan=en,"1.

Point of sorrow in our life,  
By young years adds much joy,  
Banish melancholy,  
For being sad does not suit youth.  

2.  
What can one do in old age,  
Then one is stiff in throat and foot,  
Without kindness nor tenderness,  
Where many a person must sigh.  

3.  
Let us avoid our pride,  
I then walk with the beggar's sack,  
For frankly in poetry,  
That sometimes causes much discomfort.  

4.  
So let us sing at the birth,  
For those who celebrate their birthday today,  
Never change in kindness,  
And also consider them worthy of it.  

5.  
May we always see the sky favorable,  
I wish what you may wish,  
Who in mood and good delight,  
A gem of the Amstel youth."
young_children_dbnl_4,children,kinderlied,https://www.liederenbank.nl/liedpresentatie.php?zoek=111851&lan=en,"1.  
Three men went to the Orient,  
Is it not a wondrous thing,  
Our Deacon chews currants,  
Very wonderfully sweet in taste,  
The thief has gone running,  
They tie him to the mast,  
With fifteen dozen knots:  
Is that not fitting well.

2.  
We are three great fellows,  
We come from far away,  
A wagon with four wheels,  
The oldest bears the star.  
The youngest of the three,  
Is a bit dark,  
And the one standing there beside him,  
Lives near the market.

3.  
We came before Herod,  
It was in the evening dusk,  
His wife was in a good mood,  
She gave each of us a flag,  
And then it got so loud,  
What’s on my mind,  
The star is beautiful, the star was joyful,  
There is a candle burning.

4.  
The star would not go further,  
And Jappe struck his wife,  
And Melse wore a patterned coat,  
And Balte turned so stiff,  
Then we came to a bakery,  
And nothing else at all,  
There we stole two or three loaves of bread,  
And the stars were made of paper.

5.  
Two rascals like a mustard,  
Hard as a stone,  
Salted meat with mustard,  
Is that not suitable?  
My lord, how much would you like,  
It shines just like the sun.  
And Coridon the herdsman,  
And the herdsman Coridon.

6.  
The rooster stands on the tower,  
And the smoke flies out of the chimney;  
My money I have lost,  
And I fear my wife,  
And Rhine wine with sauerkraut,  
In a soiled pair of trousers,  
The moon shines true red,  
Just like that gingerbread."
young_children_dbnl_5,children,kinderlied,https://www.liederenbank.nl/liedpresentatie.php?zoek=111870&lan=en,"1.  
I sat last time by a tree,  
By a crystalline stream,  
Seated on the banks,  
There, with sorrowful sound,  
I poured out my anxious complaints.  
Have I wronged Cloris in any way?

2.  
Tell me, leafy tree,  
Cheerful brook that flows here,  
Fish that float in the water,  
Birds that warble here,  
And swing from branch to twig,  
Have I wronged Cloris in any way?

3.  
Then tell the white-woolly cattle,  
How I here at this place,  
Many times gave Cloris kisses,  
In the clover-rich grass,  
When she was still kind to me,  
Have I wronged her in any way?

4.  
Cloris dear, do you not recall,  
What once did happen:  
When I was allowed to live in your favor,  
Did you not swear that you would  
Never break your vow,  
Have I wronged you in any way?

5.  
Ah! what can be the reason,  
That I, so full of love’s pain,  
Must tremble at your sullen look?  
That I complain day and night,  
And question myself,  
Have I wronged Cloris in any way?

6.  
Cloris, who unexpectedly,  
Silently listened to his complaint,  
Cried out: ah shepherd, spare your life,  
I love, I love you alone,  
You are mine. No, oh no,  
Cloris, you have wronged nothing."
young_children_dbnl_7,children,kinderlied,https://www.liederenbank.nl/liedpresentatie.php?zoek=111882&lan=en,"1.  
What joy, what joy,  
O reckless youth!  
Do you really engage in love?  
Your sweetness soon turns to soot,  
If you want to enjoy splendid blood,  
Win it before you regret it.  

2.  
Trouble and sorrow, trouble and sorrow,  
Felt by your youthful heart,  
As soon as you get married;  
The fiddler is close to the roof,  
Your freedom immediately cracks,  
So beware of women.  

3.  
Indoors, indoors,  
You encounter the most hardship,  
You must constantly be a servant:  
Like a donkey, horse, or goat,  
Or you feel daily with a stick,  
Your entire body suffering.  

4.  
Every day, every day,  
You must with deep reverence,  
Follow her commands:  
For if even one hair is out of place,  
The pig immediately bites you,  
And yells at you in loud voices.  

5.  
When you are a child, when you are a child,  
Overcome by her,  
You must constantly be rocked,  
Like a fool or simpleton,  
Does that suit a free-born man?  
Don’t let yourself be deceived like that.  

6.  
Whatever you do, whatever you do,  
It is never good or right,  
You must be called a lazybones,  
And the proverb is all too true,  
“A man must every day of the year,  
Eat what his wife likes.”  

7.  
Most sorrow, most sorrow,  
What one often sees,  
(I barely dare reveal it)  
Is that another joyfully picks,  
The flowers of her early youth,  
With which they crown your hair.  

8.  
Therefore beware, therefore beware,  
Of the female race,  
Never marry,  
So you live freed from this plague,  
In freedom and in happiness,  
Which you will never regret."
young_children_dbnl_8,children,kinderlied,https://www.liederenbank.nl/liedpresentatie.php?zoek=111891&lan=en,"1.  
For a long time already,  
Tryn, that chubby girl,  
My word, my word,  
That I alone possessed her heart,  
Do you understand me well,  
Do you understand me well,  
But Tryn is deceiving me somewhat.

2.  
It's all just false talk,  
Because last night late,  
On the street, on the street,  
I found her standing right by Krelis,  
Do you understand me well,  
Do you understand me well,  
That’s where the game began.

3.  
I got very angry and jealous,  
He grabbed her by the neck,  
Fair and tender, fair and tender,  
She seemed to look at him so green,  
Do you understand me well,  
Do you understand me well,  
And he gave her kiss after kiss.

4.  
I thought that was not right,  
I beat the rascal Tryn,  
The dirty swine, the dirty swine,  
While she rents out her lover for money,  
Do you understand me well,  
Do you understand me well,  
I had nicely spied on that.

5.  
Now I am free once again,  
From the slavery of love,  
In the affair, in the affair,  
It always starts over again,  
Do you understand me well,  
Do you understand me well,  
No one has ever done that.

6.  
The Seine, and the Rhine,  
Provide me medicine,  
For my pain, for my pain,  
I calmly smoke a pipe of tobacco,  
Do you understand me well,  
Do you understand me well,  
Then I feel more ease."
young_children_dbnl_9,children,kinderlied,https://www.liederenbank.nl/liedpresentatie.php?zoek=111897&lan=en,"1.  
Gun my dog my dear Dorinde,  
A little kiss from your mouth,  
So that I may find through it,  
Tala rela rela dira...  
Help for my love wound.  

2.  
Whether the young men think,  
That one must be kissed,  
Has their pain ever truly disappeared,  
Tala rela rela dira...  
One kiss does not extinguish flames.  

3.  
Hey my Dorinde, it can’t hurt,  
That you bite your little mouth on me,  
That little fountain of grace,  
Tala rela rela dira...  
Always springs and never lessens.  

4.  
Well now Titer, hold your fun,  
But treat me gently,  
If you make it too rough with kisses,  
Tala rela rela dira...  
Then you will never get any more."
young_children_dbnl_10,children,kinderlied,https://www.liederenbank.nl/liedpresentatie.php?zoek=111273&lan=en,"Come, let us sing of the Lord;  
That KING! and of His glory!  
Whom thousands steadily surround,  
Who is worthy that His Host,  
His possession, stand there,  
And sing new songs before HIM!"
young_children_dbnl_11,children,kinderlied,https://www.liederenbank.nl/liedpresentatie.php?zoek=111275&lan=en,"God has so impressed Himself in His works,  
That He is clearly recognized in everything.  
They all bear signs and marks,  
For all His works speak of their Maker,  
Although no one grasps it, yet sees and hears it,  
Unless God Himself makes it understood.  
Yes, it is in vain, what the mind imagines,  
When God Himself hides from man."
young_children_dbnl_12,children,kinderlied,https://www.liederenbank.nl/liedpresentatie.php?zoek=111276&lan=en,"Heaven, Earth, and Sea  
Speak of their LORD  
You, oh Soul, along with them:  
Think of Your God!  
Let everything in you  
Turn to His glory!  
Pray to HIM,  
Even with closed eyes;  
Remain standing respectfully,  
Before His Majesty,  
In humility,  
Childishly bowed!  
With that holy host,  
Also seeing from there,  
The homeland from afar!"
young_children_dbnl_13,children,kinderlied,https://www.liederenbank.nl/liedpresentatie.php?zoek=111280&lan=en,"The great Creator Almighty  
Did what was not there before:  
And, what is now visible to the eyes:  
Came forth quickly at His word,  
Heaven and Earth!  
There everything was gathered  
Above and below;  
When the WORD spoke to them,  
When the SPIRIT separated them,  
Each went to its place.  
O wise Maker, who set the poles  
That mark all the boundaries of this sphere,  
All the heights, all the valleys,  
Every hour, every moment,  
Thus would limit!  
Let our heart always notice,  
How nothing happens by chance,  
But according to eternal Wisdom,  
Which leads all to its praise,  
Comes, or shall come!"
young_children_dbnl_14,children,kinderlied,https://www.liederenbank.nl/liedpresentatie.php?zoek=111281&lan=en,"SOo whoever does not see the Creator,  
Only looks at the creatures:  
If one does not know God through faith,  
One clings to appearances:  
But when the LORD, in grace, inclines,  
He enlightens soul and senses;  
That Divine sun makes  
The heart flame from within.  
O Highest GOOD, so agreeable!  
You alone are desirable!  
And Your worshipful Name  
Is wondrous and glorious!  
That, besides You, all bores me!  
That I seek not to live,  
Except to give myself, forever, entirely  
To Your service!"
young_children_dbnl_15,children,kinderlied,https://www.liederenbank.nl/liedpresentatie.php?zoek=111285&lan=en,"What goodness does not share so much beauty!  
And does it not give its servants reward!  
Even here on this earthly ground?  
What else would it mean, after this time and place,  
Not to be, in the high heavenly realm,  
That blessed upper city!  
How lovely there! There, undisturbed,  
Its praise is heard in unity,  
And Hallelujahs resound!  
Make me steadfast, good, and pious:  
So that I, in that Olive tree,  
In JESUS CHRIST! remain!  
And thus for your honor and glory  
In Eden, like a beautiful flower,  
Planted, remain forever!"
young_children_dbnl_16,children,kinderlied,https://www.liederenbank.nl/liedpresentatie.php?zoek=111287&lan=en,"Merciful God! and LORD above all!  
Who, according to Your merciful pleasure,  
Have willed to take me into Your Son;  
And, before I myself was born,  
Have mercifully chosen me as heir,  
How should I not stand in deep humility!  
Yet, it was Your Eye that fixed itself upon me,  
And recalled me from my wandering,  
You gave me a different spirit and mind!  
Thus You came to snatch me from Satan’s nets,  
You made me bow down before Your Feet,  
You led me into Your school!"
young_children_dbnl_17,children,kinderlied,https://www.liederenbank.nl/liedpresentatie.php?zoek=111290&lan=en,"What do I bring You, compassionate BEING!
Who has healed my sickness,
Yes, Who has brought me out of the power of hell
To Your blessed light!
At last, through Your omnipotence,
My soul was as if extracted
From Satan’s deceit and desire for sin
And that I tasted a quiet rest!
Given to Your service!
Disturb even that ease,
Which still comes from self-will!"
young_children_dbnl_18,children,kinderlied,https://www.liederenbank.nl/liedpresentatie.php?zoek=111291&lan=en,"Certainly true is before the sight,  
The dreadful and penetrating lightning light,  
And the clattering of thunder in the clouds!  
When this is heard on Earth among the peoples,  
Man thinks with reverence of his God;  
The sinner then fears a sorrowful fate,  
Now he thinks that perhaps one of these strikes  
Will soon bring him before God's judgment.  
Often too, all thundering voices,  
Which rightly oppress the heart of the sinner:  
There sometimes shoots a lightning bolt from his word  
So deep into the heart, that it pierces it completely,  
To first overcome it with pain,  
And then to heal it into a better state.  
Consume in them the foolish and sinful self,  
So that all that is within them may incline  
To Your Name, to Your glory,  
To praise now, and forevermore!  
This belongs to You, on Earth, and above;  
May all that has breath praise the LORD!"
young_children_dbnl_19,children,kinderlied,https://www.liederenbank.nl/liedpresentatie.php?zoek=111293&lan=en,"Though it is granted to him,  
Who may enter  
Into the inner chambers;  
And in God’s Temple behold  
The ornament of the Sanctuary,  
The Strength of the Kingdom,  
And put his trust in His Name!  
Mercy is there the portion of the soul,  
Mercy completely stills the heart;  
It is like food from above:  
When one is brought into the Sanctuary,  
The fainted heart will again  
Joyfully praise the Lord.  
O that my Soul then indeed,  
With David, at the break of dawn,  
Through deep longing of the heart,  
Would awake from sluggishness and sorrow,  
And rightly bow to God in humility,  
To ever cling to HIM!  
I am a poor powerless child!  
A leaf driven by the wind,  
Unless You spare me;  
A turtledove in the cleft!  
I acknowledge the smallness of the faith,  
That dwells in my heart.  
My flesh (the hut in which I live)  
That formerly had a vain beauty,  
Hardly wants to carry me;  
Unless the Soul, strengthened by hope,  
And worked upon by Your life-power,  
Sets me as if on a chariot!  
And therefore, O my GOD and Lord,  
She turns only to You,  
As to her Soul’s beloved!  
Your Love, however, sets measure and time,  
That no one experiences too much suffering,  
But finds rest again!"
