item_id,label,purpose,sub_purpose,download_link,translation
yeocheon-0214,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/jn/yeocheon/yeocheon-0214.mp3,"@Eya Diya

A.
- Eya Diya
- Eoya Diyeocha climbs up
- At Nakyangsa Simriheo
- Those high and low tombs
- If some heroes and great men
- If we also lie down here by chance
- We will be buried in those tombs
- Eoya Diyacha Diyeoroguna
- Going, going, I am going

B.
- Bukman mountain and rivers, I am going
- Children, children, my children
- Don't be upset or sad
- If tears fall in your eyes
- Blood will flow from my eyes
- Since I am leaving anyway
- I can't go without seeing your tears
- Let’s meet, let’s meet
- Let’s meet at Mr. Kim’s place
- No matter how much I try to go
- No fare, so I can’t go
- I’m hungry, so I can’t go

A.
- Gogocheon peak’s single red flower
- Floats high above with the floating mist
- Frequent fog at Yanggok
- Circling only through Wolbong
- Dogs are barking in our Jang village
- The clouds of hometown are high
- Flowers are blooming, turning into eyes
- To the north side, the flock drifts gently
- Ice falls asleep
- Morning birds flutter in
- At the place where the hill ends and the field starts
- Golden sand and spring fields are here
- Eogiyeocha, it is harmony

- This is the song sung when going up a hill.
>"
damyang-0109,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/jn/damyang/damyang-0109.mp3,"@Heoneol Heoheoneol Eoneol Eoheoneol

-Eoneol Eoneol Eoneol Heoheoneol  
-(Not recorded) It was sometime during the recording room era  
-(Not recorded) When you go, many flowers bloom and the grass grows lush and green  
-How sad, how sad, the eoneol sound is so clear  
-It’s so clear, it’s really clear, our Yudaegun is doing well  
-On a clear, blue day, there are many stars and also much hope in my heart"
gunwi-0219,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/gb/gunwi/gunwi-0219.mp3,"@ Uyahoho

Uyahoho  
Go around the front mountain  
Push the back mountain  
It’s a mountain  
Let’s climb up  
One step  
There are many people  
But only strength and virtue  
Let’s go up  
Oh hey oh yeah  
The mountain is high  
Can’t you climb it?  
Go around the front mountain  
Push forward"
jeongseon-0601,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/gw/jeongseon/jeongseon-0601.mp3,"@ Tree, Miri Miri Tabul

Tree, Miri Miri Tabul  
After heaven and earth came into being,  
The sun and moon were set in the sky,  
After mountains and rivers were established,  
All living things flourished.  
Is there anyone other than humans?  
In one or two years, without knowing the seasons,  
One fails to repay the grace of parents.  
Upon reaching twenty or thirty years old,  
One departs from this world.  
Holding the hand of a young child,  
Even if begging amidst ten thousand snowfalls,  
This life will soon be gone.  
Oh, Chinese quince flower of Myungsasip-ri,  
Do not grieve because the flowers fall.  
Next year in March when spring arrives,  
The flowers will bloom again.  
Our life, once gone,  
Is hard to come back to again.  
This life will leave behind,  
They say the road to the afterlife is far.  
Outside the front gate is the afterlife.  
Though one has many brothers in life,  
Which brother will go in their place?  
Though one has many friends,  
Which friend will go instead?  
Unable and helpless,  
One must follow their own path.  
When seeking the way to the afterlife,  
The high places become low,  
And the low places become high.  
Hey there, dear family member,  
You seem tired and weary.  
All human beings will cry.  
This one lifetime will pass away. (Noise interference)  
Missing parents and siblings deeply,  
Searching the distant mountains and rivers,  
Oh, Chinese quince flower of Myungsasip-ri,  
Ah!"
boryeong-0230,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/cn/boryeong/boryeong-0230.mp3,"@Uh-uh-uh-uh Uh-uh-ee-oh

-Eheh-heh-heh-eheh Heh-eheh-ee-heh-ho  
-Heh-heh-heh-heh-heh Heh-heh neom-cha heh-heh-ho  
-Jal-du-heo-ne Jal-du-heo-ne Our group is doing well  
-Heh-heh-heh-heh-heh Heh-heh neom-cha heh-heh-ho  
-Ga-ne Ga-ne I am going, I am going on the path to the afterlife  
-Jal-it-seo-yo Jal-it-seo-yo I am going on the path to the afterlife  
-Ehe-he-he-he-he Heh-he-i neom-cha he-he-ho  
-Illak Seosan is bright with moonlight, thinking of my beloved, naturally  
-Eo-he-e-he-ho E-he-i-heo Eo-heo-ho  
-I am resentful, I am resentful, I feel wronged going on the path to the afterlife  
-E-he-he-e-ho Heh-he-i Eo-heo

@Eong-ssi-na

-Eol-ssu-na  
-Eol-ssu-na  
-Eol-ssu-na  
-Eol-ssu-na  
-Eol-ssu-na  
""Let’s each have a drink and then take a rest."""
muju-0733,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/jb/muju/muju-0733.mp3,"@Hwahong Eohwahong

- Oh, youthful boys in the prime of life  
- Don’t beckon me with a wave when seeing gray hair  
- Yesterday, my lower body  
- Was struck by an illness like Mount Tai  
- Having suffered it today  
- What talk is there of the netherworld?  
- Oh Hwahong, oh Hwahong  
- Meeting a mountain like Mount Tai  
- If the front hand pulls  
- And the back hand pushes  
- Which mountain can’t be climbed?  
- Oh Hwahong, oh Hwahong  
- I have reached, I have arrived  
- The front hand pulls  
- The back hand pushes  
- I have reached halfway up the mountain  
- Raising both front and back hands  
- Please descend carefully  

"
gwangjusi-0121,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/jn/gwangjusi/gwangjusi-0121.mp3,"@Eonal Ewonal

-Eonal Ewonal  
-The mountains and rivers of Bukman are scattered, and across them is Ansan, you Ewonal  
-Pushing aside the dining table I had received, I go deep into the mountains, you Ewonal  
-If you leave anytime, will you come anytime? If you come, just the date, you Ewonal  
-If you leave anytime, if the rooster painted on the folding screen flaps its wings, you Ewonal"
sinan-0508,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/jn/sinan/sinan-0508.mp3,"@Eoneol Eoneol Eoneori Let's Cross Over Eohwaneol

-Eoneol Eoneol Eoneori Let's Cross Over Eohwaneol  
-Let's go, let's go, let's go quickly  
 Let's cross Lee-soo and go to Baekro  
-They opened the South Gate and rang the bell  
 The renewed mountains and rivers are brightening  
-Let's go, let's go, let's go  
 The moon has risen, let's play Jideurok  
-The sun sets on the east-west mountain  
 And candy drops on this candy stand  
-Let's go, let's go, let's go quickly  
 Let's cross Lee-soo and go to Baekro  
-Hey, dear daughter-in-law who passed away  
 Please tell me the date you will come back  
-Let's go, let's go, let's go quickly  
 Let's cross Lee-soo and go to Baekro"
sangju-0808,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/gb/sangju/sangju-0808.mp3,"@Eohwa Eohwa Eohoi Eoho

-Eohwa eohwa eohoi eoho  
-I am going, I am leaving, eohhoi eohho  
-Am I going to Bukmang Mountain? Eohhoi eohho  
-If I go today, it's the last day, eohhoi eohho  
-One day, will I come back again? Eohhoi eohho  
-A pitiful life it is, eohhoi eohho  
-A miserable human being, eohhoi eohho  
-Oh Former King, Oh Earth King, Empress Inhwang, eohhoi eohho  
-Give me both civil and military affairs, eohhoi eohho  
-To Girimokji, I am a humble subject, eohhoi eohho"
sinan-0509,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/jn/sinan/sinan-0509.mp3,"@Gwanam Bodhisattva

-Gwanam Bodhisattva  
-Let's go, let's go  
-Where to go  
-The path to the afterlife  
-No matter what it is called  
-Here, this place  
-Is the path to the afterlife  
-Let's go up  
-To Julryeokseosan  
-Let's go up  
-Here, this place  
-Is pure and clear  
-A sacred burial site  
-You, you  
-Gently, gently  
-Have enshrined  
-Living together for a hundred years  
-Live and live  
-Stay well  
-Gwanam Bodhisattva  
-Covers the grave site"
dalseong-0410,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/gb/dalseong/dalseong-0410.mp3,"@ Ooohong Ooohong Ohwanungcha Ooohong

Heheheheya Heya skillfully Hehe  
Uuuuhong Ohwanungcha Ooohong  
Let’s go, let’s go, Ohwhaneumcha Ohhonghong  
Leaving this palace-like house Ohwhaneumcha Ohhonghong  
Precious and noble seat Ohwhaneumcha Ohhonghong  
Leaving this to thousands of gold Ohwhaneumcha Ohhonghong  
I cannot ride the palanquin Ohwhaneumcha Ohhonghong  
Hard work and good work Ohwhaneumcha Ohhonghong  
Carrying and carrying to somewhere Ohwhaneumcha Ohhonghong  
A long, long, distant road Ohwhaneumcha Ohhonghong  
After I go to the northern mountains and rivers Ohwhaneumcha Ohhonghong  
The Korean quince bushes along ten li Ohwhaneumcha Ohhonghong  
When the third month of spring comes back Ohwhaneumcha Ohhonghong  
Flowers bloom and wither Ohwhaneumcha Ohhonghong  
Human life is a brief spring dream Ohwhaneumcha Ohhonghong  
When I go, who will look for me Ohwhaneumcha Ohhonghong  
The skilled singer, Ha Jeongseung Ohwhaneumcha Ohhonghong  
Singing, will you look for me Ohwhaneumcha Ohhonghong  
Who would look for me Ohwhaneumcha Ohhonghong  
Geese fly off, the geese also Ohwhaneumcha Ohhonghong  
Flying in pairs Ohwhaneumcha Ohhonghong  
The road to Yeongwol Jeongcheon Ohwhaneumcha Ohhonghong  
Which friend will wait for me Ohwhaneumcha Ohhonghong  
Which child will look for me Ohwhaneumcha Ohhonghong  
A long, long distant road Ohwhaneumcha Ohhonghong  
Setting up a tent at the abandoned site Ohwhaneumcha Ohhonghong  
Looking closely, it’s the meeting spring peak Ohwhaneumcha Ooohong  
Seeing ahead, a strange field Ohwhaneumcha Ooohong"
gangjin-0501,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/jn/gangjin/gangjin-0501.mp3,"@Ehei Ehei Ehe-i, Poverty Bodhisattva

Words: Chogyeong Aroe-o  
- Ehei Ehei Ehe-i, Kwanam Bodhisattva  
- Ehei Ehei Ehe-i, Kwanam Bodhisattva  
@Eoheonul Eoheonul Eoneori Newa Newwaneo  
- Eoheonul Eoheonul Eoneori Newa Newwaneo  
- Although the northern mountains and rivers were said to be far away  
   Are you really trying to go so easily?  
- If you go now, in which time will you come back?  
  Please tell me the date you will come  
- Time, oh time, do not come and go  
  Precious youth is aging completely  

@Namu Amitabul  

- Namu Amitabul  
- Going, going, I am going  
- Namu Amitabul  

@Poverty Bodhisattva  

"
cheolwon-0704,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/gw/cheolwon/cheolwon-0704.mp3,"Uh-heng, uh-ho, uh-ri-neom-cha, uh-hwa  
Leaving again, leaving again, taking three breaths and leaving again  
Let's go, let's go, to celebrate a bountiful harvest, where shall we go this time?  
Let's visit, let's visit, let's visit relatives and family  
If I go now, will I come back tomorrow? It's hard to return again  
Uh-heng, uh-ho, uh-ri-neom-cha, uh-ho  
Growing old or growing young, it is a good farewell, a good farewell indeed  
Uh-heng, uh-ho, uh-ri-neom-cha, uh-hwa  
If the path is blocked, you can't go; if tears block the way, you can't go  
Let's visit, let's visit, let's find our home and visit  
Uh-heo, uh-ho, uh-ri-neom-cha, uh-ho  
Taking good care, taking good care, serving the lord well  
If the road is far, you can't go; if the road is far, you can't go  
Uh-heo, uh-ho, uh-ri-neom-cha, uh-ho  
Can't go, can't go, tears are blinding my way, can't go  
Uh-heng, uh-ho, uh-ri-neom-cha, uh-ho  
Let's hurry and go, let's hurry and go, let's find home and go  
There isn’t enough money, I can’t go  
Let's visit, let's visit, where has our family gone?  
Let's write and go, let's write and go; if not now, when will we?  
Let's go up, let's go up, let's find home and go up  
Uh-heo, uh-ho, uh-ri-neom-cha, uh-hwa  
Listen to the lord, let's hurry and go, hurry and go  
If we can’t go up, shall we rest or play first?  
We're all here, all here, we've all come to find home  
Uh-heo, uh-ho, there is so much to do, can't go  
Uh-heo  
Uh-heo  
Uh-heo"
okgu-0216,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/jb/okgu/okgu-0216.mp3,"@Namu Amitabul

-Namu Amitabul                          
-May descendants grow strong for generations  
-Let us be guided to the Pure Land           
-Live a long and prosperous life             
-In every direction, within ten li                
-Namu Amitabul
-Those who seek refuge must sincerely pray    
-Pray above the heavens                       
-Blessings come from the stars                    
-Pray below, so be it                          
-Suri suri masu ri                        
-Preparing all things in heaven and earth       
-Find a good auspicious place to go            
-Namu Amitabul
-May rebirth in India be granted               
-Refined gold, wood, water, fire, earth          

"
jangheung-0117,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/jn/jangheung/jangheung-0117.mp3,"@He-e He-e He-ei Ah heoheo Heoayo

-Ehe-e Ehe-e Ehe-ei
 Ah-heoheo Heoayo
- When you go now, you can come anytime
 Let me know the date you’ll come before you go
- The mountains and rivers of Bukman are distant, they say,
 But the other side mountain is Bukmang after all"
seongju-0615,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/gb/seongju/seongju-0615.mp3,"@Eohwa Eohwa Eohwa Neomcha Eohwa

-Eohwa Eohwa Eohwa Neomcha Eohwa  
-I’m leaving, I’m leaving, to Bukmang Mountain and River, I’m leaving  
-Leaving you all behind, I lay down on the dry ground, the place I lay down  
-When I think about everything, my situation is pitiful  
-So October passed, and because there are many people like me, I’m about to go to the underworld  
-The life I used to live, I hand it over to you, and I’m leaving, I’m leaving"
naju-0237,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/jn/naju/naju-0237.mp3,"@Eoheohuh Hehehe ya Eheya Eoheohuh Hyoungcha Uhwanul

-Hee Heohehe ya Hehehe ya Hoho Hyoungcha Haunul  
-Let’s stop and play, let’s stop and play  
 In front of my village field, let’s stop and play  
-Do not grieve over the mountains, rivers, and plants, you and I shall live together  
-Village friends and nobles, I want to go, steadfast and immovable  
 I cannot help but go, shall I go?  
-Set up the position in front of Maengjeong Gonpo, it is the frontier mountain and river region"
changwon-0112,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/gn/changwon/changwon-0112.mp3,"Heave-ho

Heave-ho  
Heave-ho  
Heave-ho  
Heave-ho  
Well done  
Heave-ho  
Heave-ho  
Heave-ho  
Heave-ho  
Heave-ho  
Heave-ho  
Heave-ho  
Heave-ho  
Heave-ho"
eumseong-0506,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/cb/eumseong/eumseong-0506.mp3,"@ Ehe Eoha

- Ehe Eoha  
- Hello, Sir Siju  
- Please listen to my words  
- In this world, a nobleman  
- Is he born because of the silkworm?  
- From my father, I inherit bone  
- From my mother, I inherit flesh  
- After three months, a hundred days gathered  
- After six months, the body formed  
- After ten months, ten pairs were shaken  
- Looking at this grandson  
- If you raise it as a grandson  
- The proper place is changed  
- The mother says it is the proper place  
- The descendant is a dry place  
- The mother says  
- “Silver child, gold child  
- If I give silver, will you buy you?  
- If I give gold, will you buy you?”  
- The mother says  
- “Among brothers, love is the way  
- To parents, filial piety is the way  
- Among the house, love is the way  
- To the king, loyalty is the way”  
- Having raised a descendant like this  
- Even if a person lives to seventy  
- The days sick and the days asleep  
- If you subtract those three times ten  
- A life can’t live more than thirty  
- Leaving unjustly  
- When this little person begs  
- Hello, one attended spirit  
- Please listen to my words  
- When hungry, eat a meal  
- When thirsty, drink water  
- Fix your shoes and wear them  
- And receive a pension  
- The monthly paid spirit says  
- I came to catch you  
- Hitting your back with an iron club  
- The time is late and the moment is late  
- I came to catch you  
- So hurry and leave  
- Inevitably cannot disobey the orders  
- Rotting under the east gate  
- Is outside the main gate the afterlife?  
- I have gone forever"
okgu-0321,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/jb/okgu/okgu-0321.mp3,"@Namu Amitabul

-Namu Amitabul  
-Gwansembosel  
-If you take this path, when will you come?  
-Vain, vain  
-What is the underworld journey?  
-If not too much, everyone has come  
-Namu Amitabul  

"
wanju-0206,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/jb/wanju/wanju-0206.mp3,"@Uh heo uh heoe

-Heo heoheh heo heo heh  
-The Milky Way bridge, a distant road  
-It’s farewell, it’s parting  
-We used to meet once a year  
-But with your family, it’s a goodbye  
-How far is the path to the netherworld?  
-Last night I slept at home  
-Once you go, you can’t come back?  
-From today on, I will seek the famous mountain  
-Who was urging you?  
-Making walls of pine and bamboo  
-Can’t you just not go?  
-Making friends with the cuckoo bird  
-If you must go  
-You’ll lie down without friends  
-Take the paradise world with you  
-So pitiful, so pitiful  
-The unfinished business in this world  
-The life that’s passed away is pitiful  
-Countless, endless  
-Uh heo uh heoe  
-Enjoy endlessly  
-What the old folks say is  
-When this story ends  
-What is Bukmang Mountain?  
-Let’s pass it with two words  
-The mountain across is Bukmang  
-What is the path to the netherworld?  
-Outside the gate is the netherworld"
namwon-0421,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/jb/namwon/namwon-0421.mp3,"Front: Gwan Ha -  Gwan Ha -  
Back: Gwan Ha -  Heo Eo -  
Front: Eono Eoheono Eoigari Eono  
Back: Eono Eoheono Eoigari Eono  
Front: Bukmang sancheon-i meodadeoni geonneot san-i bukmang-ilse  
Back: Eono Eono Eoigari Eono  
Front: Gwan Ha - Gwan Heo O -          
Back: Gwan Ha - Gwan Heo O -    (repeated)

Back sound: “Eono Eono Eoigari Eono”  
Front sound:  
- Eono Eono Eoigari Eono  
- Bukmang mountain is what? The opposite mountain is Bukmang indeed  
- Farewell, farewell, neighborhood friends, farewell  
- I go, I go, I leave my beloved and I go  

- One mistake is a minor illness, but no one should make a second mistake  

- Crying is useless and calling is useless  
- Our palm tree branches bow, facing the dark veil ahead  
- Daughter, daughter, youngest daughter, eat well and grow well  
- At the paulownia tree, I will match the scriptures of Gyeongja  
- If the plank door is a door, you may open and close it  
- Well done, well done, everyone, well done  
- If the road to the afterlife is long, we meet on the way back and forth  
- If the road to the afterlife is not long, once you go, you cannot see again  
- If the plank door is like a door, you may open and close it  
- If the plank door is not a door, once you go, you cannot see again  
- Our scholar who went to Seoul, did that scholar not come back?  
- He said he would come but comes riding on a seven-star board  
- Turning around the mountain ridge, the enemy army’s sounds echo  
- Turning another ridge, the mourner’s wailing echoes  
- Where has our beloved gone, the dark veil steps in front  
- Eoheo Eohano Eohwa Neomcha Eohwa Neom  
- Eoheo Eohano Eoigari Eono  
- Let’s go, let’s go, let’s go where the scenery is beautiful  
- Go, go, hurry up, cross the stream and go to Baekro  
- The sun sets in the west, the full moon rises on Dongryeong  
- Eono, matching the sound, take a rest"
cheongdo-0635,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/gb/cheongdo/cheongdo-0635.mp3,"- Namu Amitabul (a Buddhist chant invoking the Buddha)  
- Sound of placing"
naju-0235,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/jn/naju/naju-0235.mp3,"@Heo Inol Heohonol

-Heonol Heohonol  
-Heonol Heohonol  
-Are you going to stop by and play? Will you be leaving after playing?  
At my doorstep, Heonol  
-I can't go, I guess I can't go  
How heartbreaking, Eohonol  
-The nobleman who was alive just the other day  
Is like this today, Eohonol"
sangju-0413,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/gb/sangju/sangju-0413.mp3,"@Eocha

-Eocha  
-Eocha  
-Slope  
-Path  
-Reached  
-Did  
-Eocha  
-Skirt  
-Must  
-Eocha  
-Eocha  
-Yeongcha  
-Eucha  
-Eucha  
-Summit  
-Spot  
-Approach  
-Arrived  
-Eucha  
-Eucha  

"
gwangjusi-0123,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/jn/gwangjusi/gwangjusi-0123.mp3,"@Heo Heo Heoheho Heohoya, let's cross the tricky pass, Neohwanol

-Heo Heo Heoheho Heohoya, let's cross the tricky pass, Neohwanol  
-At dawn, the moon layers upon layers, and the wall wind blows gently  
-The front mountain is layered, the back mountain is layered, but where is the spirit heading?  
-If you come and go, just go on as you please  
-After sowing seeds where you rested, where would you go?  
-Let's cross the tricky pass, members, step in rhythm, Eheoneol"
gw.goseong-0103,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/gw/gw.goseong/gw.goseong-0103.mp3,"@Eho eoheo shall we go, noho

-Hello, listen to what Mr. Sijun says.
-By whose virtue did you come into this world?
-First, by the merit of the Tathagata, I pray at my father's altar,
-I pray at my mother's altar, and at the Chilseong (Seven Stars) altar, I ask for life."
sinan-1015,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/jn/sinan/sinan-1015.mp3,"@Heoneol Heoneol Onari Neomja Ohwoneol

-Heoneol Heoneol Onari Neomja Ohwoneol  
-Gane Gane Naneun Gane  
 I leave this world and I go  
-Inja Gamyeon Eonje Olkka  
 There is no set time for coming  
-Nilgeun Saram-eun Jukjireul Malgo  
 Yeolmeun Cheongchun-eun Neulgji Maso  
-Heoneol Ohwa Neomja  
 Onari Neomja Ohwoneol  
-Motgyeonne Motgyeonne  
 I cannot go because I have no bridge  
-Darireul Noso Darireul Nwayo  
 I must lay a bridge to go  
-Gase Gase Eoseo Gase  
 My way is urgent  
-Bukmang Sancheon-i Meoldadeuni  
 Bukmang Sancheon-i Yeogirose  
-Heoneol Heohwa Neomja Onari Neomja Ohwoneol  
-Gane Gane Naneun Gane  
 Leaving my beloved  
-Mothagesne Mothagesne  
 Even if a person dies, I cannot do it"
jeongseon-0210,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/gw/jeongseon/jeongseon-0210.mp3,"@ Tree, burn in advance

Hello, family members  
Please just listen for a moment  
To make distant people feel good  
To make close people feel good  
Listen to the ancestral mourning chant  
Oh dear, oh dear, don’t cry  
I am going, I am going  
Saying let’s go on that mountain path  
I have no money at all, so I can’t go  
Let me meet my son  
Oh my, oh my, my son  
I am going, I am going  
I met my sons and daughters  
But I haven’t seen my daughter-in-law  
Let me meet my daughter-in-law"
goryeong-0215,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/gb/goryeong/goryeong-0215.mp3,"@ Eheong Eheong Ehwah Neomja Eheong

Eheong Eheong Ehwah Neomja Eheong
Carrying a mountain-like illness in a weak body every day
They say it’s an arranged match, Ehwah Neomcha Eheong
What use are all medicines, Ehwah Neomcha Eheong
(Eheong Eheong Ehwah Eheya Eheong)
If rice not cooked in a big pot sprouts, will you come?
If tteok (rice cake) not steamed in the east pot sprouts, will you come?
If it gets dark outside the kim-pong (curtain), will you come?
No matter how far the Bukmang mountains and rivers, the doorstep is the Bukmang mountains and rivers
Eheong Eheong Ehwah Neomja Eheong
Thank you, thank you, let’s bow
Sopal"
tongyeong-0310,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/gn/tongyeong/tongyeong-0310.mp3,"Eoreong eoreong eonari neumcha eoreong  
Aha ahai yeoldungun sangdukkundeul inae hanmal deureoboso  
Myeonggyeong gongpo apsiugo sanggaebaekgan dureul ttara  
Aha— ehe sewarigi yeoru haya doragan bom eun ogeonmaneun  
Uri insaeng hanbeongamyeon dasi oljul moreura  
Aha— ehe— chunchueun yeonyeonokiyo  
Hansoneun gibokira aha— ehe—  
Jjakkungdeura nae jjakkungdeura eo onola eo onola  
Bukmasani meodameoda haedo daemunbagi bukmanine  
Aha— e— ehe—  
Nakdo ayu nae ganeunde bumo hyungje manhta haedo daesingal i nu inneunga  
E- ogeukcheongeumi manhta haedo eoltuhwajung naeganeunde nobihaengi eodnno  
Ehe— chingubeosi manhta haedo eoneu iga nae ttalasseuno  
Ehe– wontunggobaseul eobne nae do salligil eopgo jeongtteoreojigi haeeotdeoni  
Makdugajung naneun ganeu dongne namnyeonoso eopsi makdugajung naenanganda  
Jal gyesiso jal gyesiso naega bukmaneul gadeoraedo chasanimkke binanida  
Jalsalgo jal itseurago binanida  

(Note: This text is a traditional Korean folk song and contains some regional or archaic expressions that do not directly translate into standard modern English.)"
jangseong-0114,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/jn/jangseong/jangseong-0114.mp3,"@Eoneol Eohwaneol

-Eoneol Eohwaneol  
-Let's match the steps and synchronize the sounds  
-The sound patterns are structured like this  
-Let's match the steps and synchronize the sounds  
-The foolish Qin Shi Huang  
-Made the Great Wall  
-And sought immortality in vain  
-Lifespan and longevity are determined by fate  
-The great General Han Wudi of Wei  
-Was flirting with the Seven Fairies  
-And had a stroke at sixty-four years old  
-Lifespan and longevity are determined by fate"
uljin-0818,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/gb/uljin/uljin-0818.mp3,"–When climbing uphill–

@Neomcha

-Neomcha  
-Neomcha  
-Neomcha  
-Push  
-Pull  

"
okgu-0111,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/jb/okgu/okgu-0111.mp3,"Uh-huh, uh-huh-huh-ya, let's cross the Anari, uh-huh-oh  
Uh-huh, uh-huh-huh-ya, let's cross the Anari, uh-huh-oh  
After bidding farewell at the ancestral shrine, I am going to the final resting place in the heavens  
Uh-huh, uh-huh-huh-ya, uh-huh-huh-ya, uh-huh-oh  
Dear folks, men and women, young and old of the village, I am going, I am going, to the final resting place in the heavens  
Uh-huh, uh-huh-huh-ya, uh-huh-huh-ya, uh-huh-oh  
I bow at the ancestral shrine and pay my respects at the spirit shrine  
I am going, I am going, to Yeonhwa Peak I am going  
Uh-huh, uh-huh-huh-ya, uh-huh-huh-ya, uh-huh-oh  
After parting from the ancestral shrine, I am going to find Yeonhwa Peak  
Uh-huh, uh-huh-huh-ya, uh-huh-huh-ya, uh-huh-oh  
Where is Yeonhwa Peak? Across the mountains and rivers, that is Yeonhwa Peak  
Uh-huh, uh-huh-huh-ya, uh-huh-huh-ya, uh-huh-oh  
Where is Bukmang Mountain and rivers? Across the mountains and rivers, that is Bukmang  
Uh-huh, uh-huh-huh-ya, uh-huh-huh-ya, uh-huh-oh  
Where is Bukmang Mountain and rivers? Across the mountains and rivers, that is Bukmang"
mungyeong-0409,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/gb/mungyeong/mungyeong-0409.mp3,"@Ohhwa Ohhwa Ohhoi Oho

- I'm going, I'm going, I'm going  Ohhoi Ohoha  
- I heard there are many relatives  Ohhoi Ohoha  
- I liked the friend next door  Ohhoi Ohoha  
- Who will go instead?  Ohhoi Ohoha  
- What is Bukmang Mountain and river?  Ohhoi Ohoha  
- Today, experiencing it myself  Ohhoi Ohoha  
- Outside the front gate is the afterlife  Ohhoi Ohoha  
- I came to live in this world to live a hundred years  Ohhoi Ohoha  
- But I cannot live even eighty  Ohhoi Ohoha  
- The friend I met to live a hundred years  Ohhoi Ohoha  
- Said let’s go as husband and wife  Ohhoi Ohoha  
- Helplessly, I am going  Ohhoi Ohoha  
- Stranger, the feelings we had  Ohhoi Ohoha  
- Why are you so peculiar?  Ohhoi Ohoha  
- I’m going, live well  Ohhoi Ohoha  
- Twenty-eight, hearse bearers  Ohhoi Ohoha  
- Let’s carefully serve well  Ohhoi Ohoha

"
euiseong-0707,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/gb/euiseong/euiseong-0707.mp3,"A: Uyeodeugo  
B: Uyeodeugo  

A: Neohwa neohwa neohwa neomcha neohosei  
B: Neohwa neohwa neohwa neomcha neoho  

A: Gane gane naneun gane neohwa neomcha neohosei  
B: Neohwa neohwa neohwa neomcha neoho  

A: Injagamyun eonjina ona neohwa neomcha neohosei  
B: Neohwa neohwa neohwa neomcha neoho  

A: Myeongnyeonsamwol chunsamwore neohwa neomcha neohosei  
B: Neohwa neohwa neohwa neomcha neoho  

A: Ggocheun pieoseo hwasandeulgo neohwa neomcha neohosei  
B: Neohwa neohwa neohwa neomcha neoho"
